sn,fault_time,label,msg_feature,server_model,venus_feature,crashdump_feature
SERVER_17742,2020-09-23 17:42:00,1,"[[5, 6, 4], [5, 132, 4], [2, 243, 4], [5, 6, 9], [5, 132, 9], [233, 26, 4], [265, 255, 4], [254, 255, 4], [2, 242, 4], [233, 20, 4]]",23,"[[8, 9, 80]]","[0, 0]"
SERVER_17740,2020-10-13 01:12:00,3,"[[2, 242, 4], [233, 20, 4], [265, 255, 4], [233, 26, 4]]",23,"[[0, 0, 0]]","[0, 0]"
SERVER_6101,2020-05-24 13:22:00,3,"[[233, 26, 4], [551, 49, 4]]",23,"[[0, 0, 0]]","[0, 0]"
SERVER_5849,2020-08-05 15:02:00,1,"[[2, 242, 4], [265, 255, 4], [556, 258, 4], [254, 255, 4], [552, 20, 4], [558, 32, 4], [550, 32, 4]]",23,"[[0, 0, 0]]","[0, 0]"
SERVER_6096,2020-01-16 09:18:00,1,"[[233, 26, 4], [233, 20, 4], [265, 255, 4], [556, 258, 4], [2, 242, 4], [5, 36, 4], [5, 36, 9], [558, 32, 4]]",23,"[[0, 0, 0]]","[0, 0]"
SERVER_16294,2020-06-14 10:14:00,3,"[[557, 49, 4]]",23,"[[0, 0, 0]]","[0, 0]"
SERVER_5976,2020-11-18 15:09:00,3,"[[265, 255, 4], [2, 242, 4], [556, 258, 4], [254, 255, 4], [233, 20, 4], [550, 32, 4], [558, 32, 4], [2, 243, 4]]",23,"[[0, 0, 0]]","[0, 0]"
SERVER_17695,2020-02-01 06:10:00,1,"[[5, 6, 4], [2, 243, 4], [5, 6, 9], [233, 26, 4], [265, 255, 4], [2, 242, 4], [233, 20, 4], [556, 258, 4]]",23,"[[0, 0, 0]]","[0, 0]"
SERVER_17729,2020-09-22 05:57:00,2,"[[5, 36, 4], [2, 243, 4], [5, 6, 4], [5, 132, 4], [233, 26, 4], [254, 255, 4], [265, 255, 4], [2, 242, 4], [233, 20, 4], [5, 132, 9], [5, 6, 9], [5, 36, 9], [373, 239, 4]]",23,"[[0, 0, 0]]","[0, 0]"
SERVER_17748,2020-08-29 02:17:00,1,"[[2, 242, 4], [556, 258, 4], [233, 20, 4], [5, 36, 4], [233, 26, 4], [265, 255, 4], [5, 36, 9]]",23,"[[0, 0, 0]]","[0, 0]"
SERVER_5941,2020-06-12 16:16:00,3,"[[557, 49, 4], [552, 26, 4], [265, 255, 4], [2, 242, 4], [552, 20, 4]]",23,"[[0, 0, 0]]","[0, 0]"
SERVER_16314,2020-07-22 03:02:00,3,"[[552, 26, 4], [559, 49, 4], [557, 49, 4], [265, 255, 4], [254, 255, 4], [552, 20, 4], [2, 242, 4]]",23,"[[0, 0, 0]]","[0, 0]"
SERVER_4727,2020-07-11 19:15:00,3,"[[557, 49, 4]]",23,"[[0, 0, 0]]","[0, 0]"
SERVER_17753,2020-08-11 05:13:00,1,"[[5, 6, 4], [2, 243, 4], [5, 6, 9], [233, 26, 4], [265, 255, 4], [2, 242, 4], [233, 20, 4], [556, 258, 4]]",23,"[[0, 0, 0]]","[0, 0]"
SERVER_6045,2019-12-29 13:03:00,3,"[[552, 26, 4], [265, 255, 4], [2, 242, 4], [552, 20, 4], [556, 258, 4], [558, 32, 4]]",23,"[[0, 0, 0]]","[0, 0]"
SERVER_17769,2020-11-07 18:22:00,1,"[[5, 36, 4], [2, 243, 4], [372, 239, 4], [372, 239, 9], [5, 6, 4], [233, 26, 4], [265, 255, 4], [2, 242, 4], [233, 20, 4], [5, 36, 9], [5, 6, 9]]",23,"[[8, 14, 80]]","[0, 0]"
SERVER_17789,2020-09-12 04:22:00,1,"[[5, 6, 4], [2, 243, 4], [5, 6, 9], [233, 26, 4], [265, 255, 4], [2, 242, 4], [233, 20, 4], [556, 258, 4]]",23,"[[8, 14, 80]]","[0, 0]"
SERVER_25495,2020-02-21 14:47:00,1,"[[2, 242, 4], [265, 255, 4], [556, 258, 4], [233, 20, 4], [5, 6, 4], [5, 36, 4], [233, 26, 4], [259, 132, 4], [5, 36, 9], [5, 6, 9], [2, 243, 4]]",23,"[[0, 0, 0]]","[0, 0]"
SERVER_17756,2020-08-02 03:08:00,2,"[[556, 258, 4], [2, 242, 4], [233, 20, 4], [265, 255, 4], [373, 239, 4], [5, 6, 4], [2, 243, 4], [5, 6, 9]]",23,"[[0, 0, 0]]","[0, 0]"
SERVER_17771,2020-09-28 20:28:00,3,"[[233, 26, 4], [265, 255, 4], [233, 20, 4], [2, 242, 4]]",23,"[[0, 0, 0]]","[0, 0]"
SERVER_17726,2020-11-11 18:22:00,1,"[[5, 6, 4], [2, 243, 4], [5, 6, 9], [233, 26, 4], [265, 255, 4], [2, 242, 4], [233, 20, 4]]",23,"[[2, 86, 59]]","[0, 0]"
SERVER_16385,2020-06-19 02:40:00,1,"[[555, 183, 4], [552, 26, 4], [559, 49, 4], [265, 255, 4], [5, 36, 4], [2, 242, 4], [552, 20, 4], [5, 36, 9], [556, 258, 4], [558, 32, 4]]",23,"[[0, 0, 0]]","[0, 0]"
SERVER_17721,2020-10-15 21:45:00,3,"[[557, 49, 4], [233, 26, 4], [265, 255, 4], [233, 20, 4], [2, 242, 4]]",23,"[[0, 0, 0]]","[0, 0]"
SERVER_17788,2020-11-17 18:09:00,1,"[[5, 6, 4], [5, 36, 4], [233, 26, 4], [265, 255, 4], [2, 242, 4], [233, 20, 4], [5, 6, 9], [5, 36, 9], [556, 258, 4]]",23,"[[0, 0, 0]]","[0, 0]"
SERVER_17772,2020-06-15 12:17:00,1,"[[265, 255, 4], [555, 183, 4], [551, 49, 4], [233, 26, 4], [5, 6, 4], [2, 242, 4], [233, 20, 4], [5, 6, 9]]",23,"[[0, 0, 0]]","[0, 0]"
SERVER_4352,2020-04-20 16:10:00,1,"[[552, 26, 4], [265, 255, 4], [2, 242, 4], [552, 20, 4], [5, 6, 4], [5, 36, 4], [5, 36, 9], [5, 6, 9]]",23,"[[0, 0, 0]]","[0, 0]"
SERVER_5098,2020-06-24 22:01:00,1,"[[5, 36, 4], [5, 6, 4], [2, 243, 4], [5, 6, 9]]",23,"[[0, 0, 0]]","[0, 0]"
SERVER_17786,2020-07-29 17:12:00,1,"[[5, 6, 4], [2, 243, 4], [5, 6, 9], [5, 36, 4]]",23,"[[0, 0, 0]]","[0, 0]"
SERVER_4952,2020-11-08 09:11:00,2,"[[563, 23, 4], [271, 8, 4], [563, 95, 4], [5, 8, 4], [563, 95, 9], [271, 8, 9], [563, 23, 9], [5, 8, 9], [2, 242, 4]]",29,"[[0, 0, 0]]","[0, 0]"
SERVER_5140,2019-12-30 17:29:00,2,"[[569, 95, 4], [5, 8, 4], [236, 3, 4], [233, 26, 4], [236, 261, 4], [233, 20, 4], [5, 8, 9], [569, 95, 9], [2, 242, 4]]",29,"[[0, 0, 0]]","[0, 0]"
SERVER_5478,2020-01-03 17:19:00,2,"[[564, 95, 4], [5, 8, 4], [271, 8, 4], [271, 8, 9], [5, 8, 9], [564, 95, 9], [2, 242, 4]]",29,"[[0, 0, 0]]","[0, 0]"
SERVER_5511,2020-07-16 16:45:00,2,"[[236, 3, 4], [267, 394, 4], [233, 26, 4], [236, 261, 4], [233, 20, 4], [565, 23, 4], [565, 95, 4], [271, 8, 4], [565, 95, 9], [565, 23, 9], [271, 8, 9], [5, 8, 4], [240, 131, 4], [222, 3, 4], [271, 13, 4], [5, 13, 4], [566, 13, 4], [571, 13, 4]]",29,"[[0, 0, 0]]","[0, 0]"
SERVER_5498,2020-01-25 18:59:00,3,"[[240, 131, 4], [220, 151, 4], [233, 20, 4], [271, 13, 4], [5, 13, 4], [571, 13, 4], [566, 13, 4]]",29,"[[0, 0, 0]]","[0, 0]"
SERVER_5764,2020-04-15 21:13:00,1,"[[240, 131, 4], [233, 20, 4], [271, 13, 4], [5, 13, 4], [566, 13, 4], [571, 13, 4], [236, 3, 4], [236, 261, 4], [233, 26, 4], [259, 132, 4]]",29,"[[0, 0, 0]]","[0, 0]"
SERVER_5369,2020-09-29 12:19:00,1,"[[233, 26, 4], [233, 20, 4], [2, 242, 4], [570, 95, 4], [271, 8, 4]]",29,"[[2, 3, 4], [8, 9, 10]]","[0, 0]"
SERVER_5484,2020-01-25 18:47:00,3,"[[240, 131, 4], [220, 151, 4], [233, 20, 4], [5, 13, 4], [271, 13, 4], [571, 13, 4], [566, 13, 4]]",29,"[[0, 0, 0]]","[0, 0]"
SERVER_5687,2020-08-18 18:00:00,2,"[[567, 95, 4], [5, 8, 4]]",29,"[[0, 0, 0]]","[0, 0]"
SERVER_5748,2020-11-05 11:46:00,1,"[[5, 8, 4], [2, 242, 4]]",29,"[[2, 3, 4], [8, 9, 10]]","[0, 0]"
SERVER_5389,2020-10-13 16:52:00,2,"[[580, 239, 4], [564, 239, 4], [574, 239, 4], [584, 239, 4], [589, 239, 4], [569, 239, 4], [570, 239, 4], [581, 239, 4], [579, 239, 4], [567, 239, 4], [588, 239, 4], [575, 239, 4], [568, 239, 4], [578, 239, 4], [585, 239, 4], [582, 239, 4], [572, 239, 9], [581, 239, 9], [573, 239, 9], [567, 239, 9], [583, 239, 9], [563, 239, 9], [588, 239, 9], [589, 239, 9], [570, 239, 9], [578, 239, 9], [586, 239, 9], [580, 239, 9], [574, 239, 9], [564, 239, 9], [576, 239, 9], [579, 239, 9], [585, 239, 9], [568, 239, 9], [587, 239, 9], [575, 239, 9], [565, 239, 9], [569, 239, 9], [584, 239, 9], [582, 239, 9]]",29,"[[0, 0, 0]]","[0, 0]"
SERVER_5732,2020-11-05 15:18:00,2,"[[220, 152, 4], [2, 242, 4], [569, 23, 4], [233, 26, 4], [233, 20, 4], [569, 23, 9], [569, 95, 4], [5, 8, 4], [5, 8, 9], [569, 95, 9]]",29,"[[0, 0, 0]]","[0, 0]"
SERVER_5730,2020-10-25 10:36:00,1,"[[5, 8, 4]]",29,"[[2, 3, 4], [8, 25, 10]]","[0, 0]"
SERVER_5732,2020-11-05 16:20:00,1,"[[220, 152, 4], [2, 242, 4], [569, 23, 4], [233, 26, 4], [233, 20, 4], [569, 23, 9], [569, 95, 4], [5, 8, 4], [5, 8, 9], [569, 95, 9]]",29,"[[2, 3, 4], [8, 14, 10]]","[0, 0]"
SERVER_5469,2020-07-16 09:55:00,2,"[[570, 95, 4], [5, 8, 4], [570, 95, 9], [5, 8, 9], [2, 242, 4]]",29,"[[0, 0, 0]]","[0, 0]"
SERVER_5266,2020-08-23 09:48:00,2,"[[233, 26, 4], [233, 20, 4], [2, 242, 4], [571, 49, 4], [566, 49, 4], [566, 49, 9], [571, 49, 9], [572, 239, 4], [563, 239, 4], [576, 239, 4], [580, 239, 4], [567, 239, 4], [564, 239, 4], [565, 239, 4], [569, 239, 4], [578, 239, 4], [570, 239, 4], [579, 239, 4], [575, 239, 4], [580, 239, 9], [564, 239, 9], [570, 239, 9], [572, 239, 9], [567, 239, 9], [563, 239, 9], [578, 239, 9], [576, 239, 9], [575, 239, 9], [565, 239, 9], [569, 239, 9], [579, 239, 9]]",29,"[[0, 0, 0]]","[0, 0]"
SERVER_5375,2020-07-25 14:37:00,2,"[[572, 23, 4]]",29,"[[0, 0, 0]]","[0, 0]"
SERVER_5690,2020-05-09 17:41:00,2,"[[569, 95, 4], [271, 8, 4]]",29,"[[0, 0, 0]]","[0, 0]"
SERVER_5485,2020-11-16 22:54:00,2,"[[564, 23, 4]]",29,"[[0, 0, 0]]","[0, 0]"
SERVER_5746,2020-10-14 00:51:00,2,"[[233, 26, 4], [233, 20, 4], [563, 239, 4], [580, 239, 4], [572, 239, 4], [565, 239, 4], [570, 239, 4], [576, 239, 4], [564, 239, 4], [579, 239, 4], [578, 239, 4], [569, 239, 4], [575, 239, 4], [567, 239, 4], [565, 239, 9], [563, 239, 9], [580, 239, 9], [572, 239, 9], [570, 239, 9], [576, 239, 9], [564, 239, 9], [567, 239, 9], [575, 239, 9], [578, 239, 9], [579, 239, 9], [569, 239, 9], [2, 242, 4]]",29,"[[0, 0, 0]]","[0, 0]"
SERVER_5763,2020-01-09 00:28:00,3,"[[240, 131, 4], [220, 151, 4], [233, 20, 4], [271, 13, 4], [5, 13, 4], [566, 13, 4], [571, 13, 4]]",29,"[[0, 0, 0]]","[0, 0]"
SERVER_5681,2020-10-14 04:53:00,2,"[[564, 239, 4], [576, 239, 4], [565, 239, 4], [581, 239, 4], [589, 239, 4], [567, 239, 4], [588, 239, 4], [569, 239, 4], [578, 239, 4], [568, 239, 4], [570, 239, 4], [579, 239, 4], [585, 239, 4], [575, 239, 4], [582, 239, 4], [575, 239, 9], [567, 239, 9], [585, 239, 9], [570, 239, 9], [579, 239, 9], [569, 239, 9], [581, 239, 9], [587, 239, 9], [582, 239, 9], [583, 239, 9], [574, 239, 9], [578, 239, 9], [565, 239, 9], [588, 239, 9], [576, 239, 9], [568, 239, 9], [563, 239, 9], [589, 239, 9], [573, 239, 9], [586, 239, 9], [584, 239, 9], [572, 239, 9], [580, 239, 9], [564, 239, 9], [2, 242, 4]]",29,"[[0, 0, 0]]","[0, 0]"
SERVER_5271,2020-04-23 22:28:00,2,"[[238, 131, 4], [240, 131, 4], [233, 20, 4], [5, 13, 4], [271, 13, 4], [571, 13, 4], [566, 13, 4], [576, 23, 4]]",29,"[[0, 0, 0]]","[0, 0]"
SERVER_4999,2020-07-21 12:35:00,2,"[[240, 131, 4], [238, 131, 4], [233, 20, 4], [5, 13, 4], [271, 13, 4], [566, 13, 4], [571, 13, 4], [2, 242, 4], [572, 23, 4]]",29,"[[0, 0, 0]]","[0, 0]"
SERVER_5371,2020-07-19 19:22:00,1,"[[233, 20, 4], [236, 3, 4], [282, 189, 4], [268, 189, 4], [233, 26, 4], [236, 261, 4], [282, 189, 9], [268, 189, 9], [2, 242, 4], [571, 49, 4], [566, 49, 4], [566, 49, 9], [571, 49, 9]]",29,"[[0, 0, 0]]","[0, 0]"
SERVER_5370,2020-08-26 07:20:00,1,"[[233, 26, 4], [233, 20, 4], [2, 242, 4], [271, 8, 4], [572, 95, 4]]",29,"[[0, 0, 0]]","[0, 0]"
SERVER_5264,2020-11-14 10:51:00,2,"[[576, 95, 4], [5, 8, 4]]",29,"[[0, 0, 0]]","[0, 0]"
SERVER_5747,2020-11-06 10:47:00,2,"[[565, 95, 4], [271, 8, 4], [565, 95, 9], [271, 8, 9], [2, 242, 4]]",29,"[[0, 0, 0]]","[0, 0]"
SERVER_4998,2020-05-14 22:48:00,2,"[[577, 23, 4], [563, 23, 4], [271, 8, 4], [577, 95, 4], [563, 95, 4]]",29,"[[0, 0, 0]]","[0, 0]"
SERVER_5391,2020-11-25 20:23:00,2,"[[570, 95, 4], [271, 8, 4], [570, 95, 9], [271, 8, 9], [2, 242, 4]]",29,"[[0, 0, 0]]","[0, 0]"
SERVER_5378,2020-01-09 12:16:00,2,"[[569, 95, 4], [5, 8, 4], [271, 8, 4], [236, 3, 4], [233, 26, 4], [236, 261, 4], [233, 20, 4], [569, 95, 9], [5, 8, 9], [271, 8, 9], [234, 242, 4], [2, 242, 4]]",29,"[[0, 0, 0]]","[0, 0]"
SERVER_5735,2020-07-05 16:00:00,2,"[[568, 95, 4]]",29,"[[0, 0, 0]]","[0, 0]"
SERVER_5490,2020-08-27 04:44:00,2,"[[271, 8, 4], [575, 95, 4], [271, 8, 9], [575, 95, 9], [233, 26, 4]]",29,"[[0, 0, 0]]","[0, 0]"
SERVER_5365,2020-10-09 17:17:00,1,"[[236, 3, 4], [5, 8, 4], [271, 8, 4]]",29,"[[0, 0, 0]]","[7, 8]"
SERVER_5391,2020-11-25 20:05:00,2,"[[570, 95, 4], [271, 8, 4], [570, 95, 9], [271, 8, 9], [2, 242, 4]]",29,"[[0, 0, 0]]","[0, 0]"
SERVER_5697,2020-09-08 10:55:00,2,"[[5, 8, 4], [567, 95, 4], [5, 8, 9], [567, 95, 9], [2, 242, 4]]",29,"[[0, 0, 0]]","[0, 0]"
SERVER_5268,2020-05-27 15:16:00,2,"[[233, 26, 4], [233, 20, 4], [2, 242, 4], [580, 23, 4]]",29,"[[0, 0, 0]]","[0, 0]"
SERVER_4963,2020-05-26 16:02:00,2,"[[565, 23, 9], [2, 242, 4], [565, 95, 4], [5, 8, 4]]",29,"[[0, 0, 0]]","[0, 0]"
SERVER_5749,2020-01-07 22:40:00,2,"[[240, 131, 4], [271, 13, 4], [5, 13, 4], [233, 20, 4], [566, 13, 4], [571, 13, 4], [5, 8, 4], [570, 95, 4], [5, 8, 9], [570, 95, 9], [233, 26, 4], [2, 242, 4]]",29,"[[0, 0, 0]]","[0, 0]"
SERVER_5732,2020-10-30 08:31:00,2,"[[271, 8, 4], [569, 95, 4], [5, 8, 4], [428, 8, 4], [5, 8, 9], [271, 8, 9], [569, 95, 9], [428, 8, 9], [2, 242, 4]]",29,"[[0, 0, 0]]","[0, 0]"
SERVER_5759,2020-07-22 21:13:00,2,"[[271, 8, 4], [576, 95, 4], [233, 26, 4]]",29,"[[0, 0, 0]]","[0, 0]"
SERVER_4962,2020-01-26 08:25:00,2,"[[240, 131, 4], [233, 20, 4], [5, 13, 4], [271, 13, 4], [566, 13, 4], [571, 13, 4], [271, 8, 4], [570, 95, 4], [236, 3, 4]]",29,"[[0, 0, 0]]","[0, 0]"
SERVER_4969,2020-09-24 11:02:00,2,"[[271, 8, 4], [579, 95, 4], [236, 3, 4], [236, 261, 4], [233, 26, 4], [233, 20, 4], [579, 95, 9], [271, 8, 9], [2, 242, 4]]",29,"[[0, 0, 0]]","[0, 0]"
SERVER_4966,2020-10-11 17:03:00,3,"[[566, 42, 4], [566, 42, 9], [566, 49, 4], [566, 13, 9], [566, 49, 9], [220, 152, 4]]",29,"[[0, 0, 0]]","[0, 0]"
SERVER_5757,2020-01-04 12:16:00,2,"[[240, 131, 4], [233, 20, 4], [271, 13, 4], [5, 13, 4], [571, 13, 4], [566, 13, 4], [569, 95, 4], [233, 26, 4], [569, 95, 9], [2, 242, 4]]",29,"[[0, 0, 0]]","[0, 0]"
SERVER_5487,2020-05-29 07:56:00,2,"[[567, 23, 4]]",29,"[[0, 0, 0]]","[0, 0]"
SERVER_5510,2020-11-11 22:05:00,3,"[[571, 49, 4], [571, 13, 9], [571, 49, 9], [571, 42, 4], [571, 13, 4], [571, 42, 9], [220, 152, 4]]",29,"[[0, 0, 0]]","[0, 0]"
SERVER_5479,2020-01-02 08:24:00,2,"[[271, 8, 4], [584, 95, 4], [584, 95, 9], [584, 23, 9], [271, 8, 9], [2, 242, 4], [233, 26, 4], [233, 20, 4]]",29,"[[0, 0, 0]]","[0, 0]"
SERVER_4997,2020-01-22 13:20:00,2,"[[5, 8, 4], [580, 95, 4]]",29,"[[0, 0, 0]]","[0, 0]"
SERVER_5495,2020-01-06 04:31:00,2,"[[563, 23, 4], [563, 95, 4], [5, 8, 4], [271, 8, 4], [233, 26, 4], [233, 20, 4], [271, 8, 9], [5, 8, 9], [563, 95, 9], [563, 23, 9]]",29,"[[0, 0, 0]]","[0, 0]"
SERVER_5388,2020-04-23 16:58:00,2,"[[240, 131, 4], [238, 131, 4], [233, 20, 4], [5, 13, 4], [271, 13, 4], [571, 13, 4], [566, 13, 4], [572, 23, 4]]",29,"[[0, 0, 0]]","[0, 0]"
SERVER_4996,2020-07-19 00:57:00,1,"[[233, 26, 4], [233, 20, 4], [5, 8, 9], [2, 242, 4], [566, 49, 4], [571, 49, 4], [566, 49, 9], [571, 49, 9]]",29,"[[0, 0, 0]]","[0, 0]"
SERVER_5134,2020-11-24 18:53:00,1,"[[233, 26, 4], [233, 20, 4], [2, 242, 4], [580, 95, 4], [271, 8, 4]]",29,"[[0, 0, 0]]","[0, 0]"
SERVER_5376,2020-07-19 19:17:00,1,"[[233, 20, 4], [282, 189, 4], [233, 26, 4], [236, 3, 4], [236, 261, 4], [282, 189, 9], [2, 242, 4], [566, 49, 4], [571, 49, 4], [566, 49, 9], [571, 49, 9]]",29,"[[0, 0, 0]]","[0, 0]"
SERVER_5469,2020-07-16 09:50:00,2,"[[570, 95, 4], [5, 8, 4], [570, 95, 9], [5, 8, 9], [2, 242, 4]]",29,"[[0, 0, 0]]","[0, 0]"
SERVER_5512,2020-08-09 15:45:00,2,"[[576, 95, 4], [271, 8, 4], [576, 23, 4], [5, 8, 4], [236, 3, 4]]",29,"[[0, 0, 0]]","[0, 0]"
SERVER_5387,2020-04-01 22:35:00,2,"[[579, 95, 4], [5, 8, 4], [579, 23, 4], [236, 3, 4]]",29,"[[0, 0, 0]]","[0, 0]"
SERVER_5681,2020-05-02 17:03:00,2,"[[563, 23, 4]]",29,"[[0, 0, 0]]","[0, 0]"
SERVER_5751,2020-11-21 08:50:00,2,"[[5, 8, 4], [575, 95, 4]]",29,"[[0, 0, 0]]","[0, 0]"
SERVER_5374,2020-06-07 22:10:00,1,"[[238, 131, 4], [240, 131, 4], [233, 20, 4], [5, 13, 4], [271, 13, 4], [571, 13, 4], [566, 13, 4], [2, 242, 4], [567, 95, 4], [271, 8, 4]]",29,"[[0, 0, 0]]","[0, 0]"
SERVER_5695,2020-02-21 20:51:00,2,"[[240, 131, 4], [233, 20, 4], [5, 13, 4], [271, 13, 4], [571, 13, 4], [566, 13, 4], [575, 95, 4], [271, 8, 4], [236, 3, 4], [5, 8, 4]]",29,"[[0, 0, 0]]","[0, 0]"
SERVER_4949,2020-01-05 14:17:00,1,"[[236, 3, 4]]",29,"[[0, 0, 0]]","[0, 0]"
SERVER_5469,2020-07-07 14:10:00,1,"[[271, 8, 4], [271, 8, 9], [2, 242, 4]]",29,"[[0, 0, 0]]","[0, 0]"
SERVER_5367,2020-08-01 00:01:00,2,"[[567, 95, 4], [5, 8, 4], [5, 8, 9], [567, 95, 9]]",29,"[[0, 0, 0]]","[0, 0]"
SERVER_5366,2020-08-20 21:00:00,2,"[[579, 23, 4]]",29,"[[0, 0, 0]]","[0, 0]"
SERVER_5141,2020-04-13 11:12:00,3,"[[240, 131, 4], [233, 20, 4], [271, 13, 4], [5, 13, 4], [566, 13, 4], [571, 13, 4]]",29,"[[0, 0, 0]]","[0, 0]"
SERVER_5761,2020-01-04 19:41:00,3,"[[240, 131, 4], [233, 20, 4], [5, 13, 4], [271, 13, 4], [571, 13, 4], [566, 13, 4]]",29,"[[0, 0, 0]]","[0, 0]"
SERVER_5398,2020-09-02 07:42:00,1,"[[233, 26, 4], [233, 20, 4], [2, 242, 4], [271, 8, 4], [572, 95, 4], [5, 8, 4], [5, 8, 9], [271, 8, 9], [572, 95, 9]]",29,"[[2, 3, 4], [8, 9, 10]]","[0, 0]"
SERVER_5690,2020-05-09 17:19:00,2,"[[569, 95, 4], [271, 8, 4]]",29,"[[0, 0, 0]]","[0, 0]"
SERVER_5746,2020-10-20 10:45:00,2,"[[5, 8, 4], [572, 95, 4]]",29,"[[0, 0, 0]]","[0, 0]"
SERVER_4997,2020-01-01 04:46:00,1,"[[271, 8, 4]]",29,"[[0, 0, 0]]","[0, 0]"
SERVER_5510,2020-11-10 00:44:00,3,"[[571, 49, 4]]",29,"[[0, 0, 0]]","[0, 0]"
SERVER_17354,2020-06-04 08:45:00,3,"[[636, 32, 9], [622, 32, 9], [639, 32, 9], [689, 32, 9], [648, 32, 9], [651, 32, 9], [597, 32, 9], [683, 32, 9], [647, 32, 9], [612, 32, 9], [654, 32, 9], [661, 32, 9], [630, 32, 9], [623, 32, 9], [653, 32, 9], [599, 32, 9], [638, 32, 9], [652, 32, 9], [624, 32, 4], [610, 32, 4], [614, 32, 4], [636, 32, 4], [637, 32, 4], [677, 32, 4], [592, 32, 4], [639, 32, 4], [593, 32, 4], [662, 32, 4], [622, 32, 4], [640, 32, 4], [689, 32, 4], [648, 32, 4], [625, 32, 4], [602, 32, 4], [623, 32, 4], [650, 32, 4], [645, 596, 4], [645, 596, 9], [259, 132, 4], [724, 3, 4]]",24,"[[0, 0, 0]]","[0, 0]"
SERVER_17399,2020-11-01 23:00:00,2,"[[369, 95, 4], [5, 8, 4], [271, 8, 4], [5, 8, 9], [271, 8, 9], [369, 95, 9], [369, 8, 4], [369, 239, 4], [2, 242, 4]]",24,"[[0, 0, 0]]","[0, 0]"
SERVER_6849,2020-10-16 06:44:00,2,"[[233, 20, 4], [376, 23, 9], [372, 23, 9], [389, 23, 9], [2, 242, 4], [615, 3, 4], [615, 261, 4], [233, 26, 4], [372, 239, 4], [389, 239, 4], [377, 239, 4], [376, 239, 4], [372, 239, 9], [376, 239, 9], [377, 239, 9], [389, 239, 9]]",24,"[[0, 0, 0]]","[0, 0]"
SERVER_6666,2020-11-01 02:19:00,2,"[[369, 23, 4], [389, 23, 4], [615, 3, 4], [615, 261, 4], [233, 26, 4], [233, 20, 4], [389, 23, 9], [369, 239, 4], [389, 239, 4], [2, 242, 4], [389, 239, 9], [369, 239, 9], [372, 239, 4]]",24,"[[0, 0, 0]]","[0, 0]"
SERVER_6196,2020-06-22 17:03:00,3,"[[635, 32, 4], [650, 32, 4], [612, 32, 4], [651, 32, 4], [661, 32, 4], [634, 32, 4], [676, 32, 4], [594, 32, 4], [649, 32, 4], [600, 32, 4], [660, 32, 4], [695, 32, 4], [638, 32, 4], [726, 596, 4], [604, 32, 4], [593, 32, 4], [598, 32, 4], [642, 32, 4], [628, 32, 4], [636, 32, 4], [633, 32, 4], [644, 32, 4], [686, 596, 4], [691, 32, 4], [630, 32, 4], [654, 32, 4], [715, 32, 4], [683, 32, 4], [599, 32, 4], [652, 32, 4], [653, 32, 4], [645, 596, 4], [687, 32, 4], [679, 596, 4], [662, 32, 4], [639, 32, 4], [622, 32, 4], [677, 32, 4], [614, 32, 4], [624, 32, 4]]",24,"[[0, 0, 0]]","[0, 0]"
SERVER_5242,2020-07-28 07:25:00,1,"[[2, 242, 4], [236, 3, 4], [262, 394, 4], [267, 394, 4], [236, 261, 4], [233, 26, 4], [233, 20, 4]]",24,"[[0, 0, 0]]","[0, 0]"
SERVER_6595,2020-09-25 19:42:00,2,"[[381, 23, 4]]",24,"[[0, 0, 0]]","[0, 0]"
SERVER_6934,2020-10-15 20:12:00,2,"[[373, 23, 4], [233, 26, 4], [238, 131, 4], [240, 131, 4], [220, 151, 4], [233, 20, 4], [5, 13, 4], [214, 13, 4], [207, 13, 4], [2, 242, 4]]",24,"[[0, 0, 0]]","[0, 0]"
SERVER_6849,2020-10-16 06:41:00,2,"[[233, 20, 4], [376, 23, 9], [372, 23, 9], [389, 23, 9], [2, 242, 4], [615, 3, 4], [615, 261, 4], [233, 26, 4], [372, 239, 4], [389, 239, 4], [377, 239, 4], [376, 239, 4], [372, 239, 9], [376, 239, 9], [377, 239, 9], [389, 239, 9]]",24,"[[0, 0, 0]]","[0, 0]"
SERVER_6585,2020-11-18 12:36:00,2,"[[373, 23, 4], [376, 23, 4]]",24,"[[0, 0, 0]]","[0, 0]"
SERVER_6667,2020-10-15 01:52:00,2,"[[615, 3, 4], [615, 261, 4], [233, 26, 4], [233, 20, 4], [372, 239, 4], [373, 239, 4], [2, 242, 4], [373, 239, 9], [372, 239, 9], [369, 239, 4]]",24,"[[0, 0, 0]]","[0, 0]"
SERVER_6613,2020-10-16 07:30:00,2,"[[270, 23, 4]]",24,"[[0, 0, 0]]","[0, 0]"
SERVER_6661,2020-10-09 14:37:00,2,"[[377, 23, 4]]",24,"[[0, 0, 0]]","[0, 0]"
