,label,feature_less,feature_more
1670,[3],"[[ 0.64165616  0.36084715  3.4347167  -1.196011   -0.10355465 -0.536138
   0.23405753 -0.943242    1.3267636   0.36280647]]","[[-0.07510117 -0.2523159  -1.9174631  -0.5261008   0.704358   -0.30896455
   1.1924412  -0.03926316 -0.5343581  -0.54990244 -1.4514766   0.3367951
  -0.22064131 -2.170295   -0.69438195 -0.64392775 -0.30495036 -1.1668917
  -0.8815959   0.6076839   1.8332069   0.2960404  -0.8843411   0.8401378
   1.3416959  -0.39539358  0.58064157  0.07427394  0.41906667  1.5826331
  -0.13798775  0.68019605 -0.762658    0.18461846  0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
1671,[2],"[[-0.9777664   3.3420215  -1.0273106   0.32588947 -0.6161556   3.1891644
  -1.7892034   4.554039   -0.78886014 -0.5215861 ]]","[[-0.58852327 -0.67168754 -0.9354092   0.3146946  -0.5467034   1.8469512
   0.09725451 -1.274837   -1.0354804   0.29735133  0.43824726 -1.5446298
   1.9456985   0.9284541   1.6272004  -1.2731985  -1.6395118  -2.5890007
  -0.8815959   0.6076839   1.8332069   0.2960404  -0.8843411   0.8401378
   1.3416959  -0.39539358 -1.8268087   1.650344   -1.4444892  -1.5140556
   1.4286453   0.8094378  -0.14204037 -0.8991974   0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
1672,[1],"[[ 3.0883055  -0.88914496 -1.5304484   1.5778967   2.3622644   0.10781725
  -0.7351445   2.0510547   1.3826149   0.2527041 ]]","[[-0.7341073  -0.6748158  -0.03272868  1.2765303  -1.5130268   0.8485509
   1.0601562   0.43751886  0.6038783   1.4337286  -0.64406586  0.69696
   0.01972674 -0.684045    2.4955506  -0.15669826 -0.8970257   1.2650656
  -0.88159585  0.6076839   1.8332068   0.29604036 -0.8843411   0.8401377
   1.3416958  -0.39539355  0.27007747  2.7178774   0.17330831  0.12640676
   1.0609365  -0.9835539  -0.9370693  -0.5967295   0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
1673,[2],"[[-1.8840297   3.5553117   1.0339844   0.40726462 -0.9341588   4.9312515
  -0.95962924  3.1440964  -1.308686   -1.463199  ]]","[[-0.8379046   0.8190305   1.0619764   1.1126744   0.718041    0.7028044
  -1.0573204  -1.1889377  -0.2524294  -0.57181084  1.032472   -0.2633064
   1.9456985   0.9284541   1.6272004  -1.2731985  -1.6395118  -2.5890007
  -0.8815959   0.6076839   1.8332069   0.2960404  -0.8843411   0.8401378
   1.3416959  -0.39539358  0.91970134 -1.9365863  -1.0300571  -1.7949632
   0.7081795  -0.2934875   0.07949415  0.28409743  0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
1674,[2],"[[-0.668501    3.187172   -0.39501327 -0.13658056 -0.7200853   3.372951
  -2.7775989   3.7687945  -1.3967907  -0.4963635 ]]","[[-0.58852327 -0.67168754 -0.9354092   0.3146946  -0.5467034   1.8469512
   0.09725451 -1.274837   -1.0354804   0.29735133  0.43824726 -1.5446298
   1.9456985   0.9284541   1.6272004  -1.2731985  -1.6395118  -2.5890007
  -0.8815959   0.6076839   1.8332069   0.2960404  -0.8843411   0.8401378
   1.3416959  -0.39539358  1.8783472   2.1654403   0.05413758  0.45009673
   1.832644    1.2239258  -0.5037672   0.39401498  0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
1675,[2],"[[-0.16257343  0.56263775  2.834882    1.0725728  -1.5299821   3.1784604
  -0.926634    3.1679811  -0.925497   -1.174432  ]]","[[-0.48343176 -0.06074778  0.09756968  0.77268714 -0.7317529   0.03316812
   0.43481722  0.34233224  0.25043723  0.2039529   1.5402873   0.0028865
   0.33455673  0.768773   -1.2028942   0.9201474  -1.3002174  -1.3387375
  -0.8815959   0.6076839   1.8332069   0.2960404  -0.8843411   0.8401378
   1.3416959  -0.39539358  2.8309824  -1.0012335  -0.7277741  -1.2629853
   0.93245775 -0.75956863 -0.4615515   0.1937062   0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
1676,[2],"[[-0.96115136  3.6048658  -0.95090574 -0.16764277 -0.7810247   3.1897879
  -1.1533525   1.9249494  -1.2174003  -0.1462073 ]]","[[-2.058293    1.0931162  -1.0197678   0.30342928  0.689407   -0.15136552
  -0.20002325 -0.8862243  -0.65612805 -0.7087081   1.6907678  -0.48490334
   1.8593055   0.8437746   1.6029204  -1.2420472  -1.5129296  -2.4701252
  -0.8815959   0.6076839   1.8332069   0.2960404  -0.8843411   0.8401378
   1.3416959  -0.39539358  0.76030797  2.0589902  -0.47753096 -0.0546996
  -1.7095371   0.8597765   0.03256715  2.1669137   0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
1677,[3],"[[ 0.0277555   0.56635964  4.6632967   0.49914202 -1.7079829   1.1712677
   1.4036746   0.7616303   0.43486446 -1.2285353 ]]","[[ 0.9427158  -0.4910638  -0.36349872 -2.0350547   0.0949537   0.4991829
   0.00427884  1.1946816  -0.09068049  0.59973687  2.2882724   0.28986853
   1.2515552   0.13735098 -0.543392   -0.38077793  1.740187   -0.37567025
  -0.8815959   0.6076839   1.8332069   0.2960404  -0.8843411   0.8401378
   1.3416959  -0.39539358  1.3136383   0.49810988  0.4682348  -1.041195
   0.2207352  -2.68665     1.143807   -0.01913997  0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
1678,[0],"[[ 3.0411     -0.7439343  -1.4680822   1.9037304   3.5134976  -0.20161225
   1.5045314   0.7334549   0.77629274  0.0203157 ]]","[[-0.5528104   1.3271247  -1.0204694   1.4137082   0.7395779   0.6271355
   2.468819    0.5520247   0.20659617  0.25718677 -1.7383459   0.9242788
  -0.16281813 -0.01805685  2.87439    -0.21460389 -0.7073626   2.1651752
  -0.8815959   0.6076839   1.8332069   0.2960404  -0.8843411   0.8401378
   1.3416959  -0.39539358 -1.7470219  -0.4022318   0.36255172  0.01219099
  -0.9705795  -2.3153079   1.3621682   0.9457242   0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
1679,[1],"[[ 2.483107   -0.72245395 -1.4602795   0.9393437   0.01721399 -0.15091161
   0.00413923  2.1721554   1.8604364   0.04495033]]","[[-0.19433032 -2.0754058   0.5379742  -0.5654594  -1.6015217  -0.4341271
   0.69964975 -0.21467383 -0.25249577  0.81357306 -1.1336594  -1.5685606
   0.39072582 -0.01576751  1.1125258   0.87325966  0.5308316   0.8655815
  -0.8815958   0.60768384  1.8332067   0.29604036 -0.88434106  0.8401378
   1.3416958  -0.39539355 -1.1200887   0.65959793  0.26858848 -0.07962888
   0.86652607 -1.1197319   1.5482802   0.3194448   0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
1680,[2],"[[-2.0678537  4.244152  -1.0243437 -1.1253742 -1.5822382  3.7290456
  -2.0428047  3.0190318 -1.1381207  0.7027158]]","[[-0.1611139  -0.6794506   1.7987542   1.0025063   0.01981919  0.77993363
   0.8477445  -0.6931588  -3.5409265  -2.3180034   0.5790349  -0.56014496
   1.9456985   0.9284541   1.6272004  -1.2731985  -1.6395118  -2.5890007
  -0.8815959   0.6076839   1.8332069   0.2960404  -0.8843411   0.8401378
   1.3416959  -0.39539358 -0.6061839   1.5878514  -0.87716377 -0.54906464
   0.43438348  1.2612563  -1.5121703   1.6902055   0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
1681,[1],"[[ 2.880886   -1.3069986  -0.10808614  1.9731041   2.999448   -0.7827299
  -0.59408736  0.91218185  0.9609833   0.9553979 ]]","[[-0.52723825  1.3242552  -1.001528    1.4134046   0.72305757  0.61317796
   2.427814    0.55732745  0.18615791  0.24556857 -1.7199142   0.9378108
   0.07866614  0.50041944  1.6109082  -0.71111625  0.3613963   1.5637754
  -0.88159585  0.6076839   1.8332068   0.29604036 -0.88434106  0.8401378
   1.3416958  -0.39539355 -0.50537086  1.7073066   0.52969444 -1.0145726
   1.7190753   0.7926953  -0.08443221  0.22838059  0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
1682,[2],"[[-2.6370974  2.1112108  1.4742422 -0.8922477 -2.2747896  3.648282
  -0.6961922  3.064865  -2.6429806 -0.6430808]]","[[-0.1318355  -0.6615429   1.6926447   0.96388125  0.09619153  0.75764114
   0.82331085 -0.6050368  -3.2393506  -2.2582407   0.5632193  -0.61510366
   0.6171872   1.0550475  -2.3222227  -0.7751168  -1.7076635  -0.88516927
  -0.8815959   0.6076839   1.8332069   0.2960404  -0.8843411   0.8401378
   1.3416959  -0.39539358  1.5498557  -0.30425906  0.4930786  -0.05337541
   0.94059426 -0.30977637  0.98434347  0.44269615  0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
1683,[2],"[[-1.4583892   4.0015173   1.0584958  -0.7582021  -1.1949675   4.9531894
  -1.2476485   3.797764   -1.694874   -0.93042016]]","[[-0.1611139  -0.6794506   1.7987542   1.0025063   0.01981919  0.77993363
   0.8477445  -0.6931588  -3.5409265  -2.3180034   0.5790349  -0.56014496
   1.9456985   0.9284541   1.6272004  -1.2731985  -1.6395118  -2.5890007
  -0.8815959   0.6076839   1.8332069   0.2960404  -0.8843411   0.8401378
   1.3416959  -0.39539358  1.6798946  -1.342442   -0.09238873 -0.5860451
   1.1860714  -1.88758    -1.4881805   0.18140563  0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
1684,[3],"[[-0.49759695  0.09962671  2.777311   -0.31606075 -2.2381337   0.37477475
  -0.18263084 -0.48787946  1.048588    0.46590754]]","[[ 0.34184077 -0.4899625  -0.3893674  -0.61265004  1.4437487  -2.2198067
  -2.4297256   0.2844806   0.8911851  -0.07364963  0.02040087  0.12186722
   0.14480352 -0.66776186 -0.7847374   0.37442833  0.13840532 -1.1442803
  -0.8815959   0.6076839   1.8332069   0.2960404  -0.8843411   0.8401378
   1.3416959  -0.39539358 -0.27308106  1.498756    0.71913296 -0.85647637
   0.20073523 -0.02178276 -0.15648785  1.4291263   0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
1685,[2],"[[-1.6195072   1.7551583   2.0510125  -0.39878753 -1.2167535   4.1793118
  -0.9748629   3.2668483  -1.7608714  -1.1428343 ]]","[[-0.03069377 -0.5505746   1.2836702   1.0905887   0.29558095  0.66802
   0.36262897 -0.356673   -2.9176126  -1.9477527   0.5592262  -0.31801704
   1.9863216  -0.21043345 -0.790957   -1.076703   -1.7466463  -0.00313917
  -0.88159597  0.6076839   1.8332069   0.2960404  -0.8843411   0.8401378
   1.3416958  -0.39539355  1.6798946  -1.342442   -0.09238873 -0.5860451
   1.1860714  -1.88758    -1.4881805   0.18140563  0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
1686,[1],"[[ 3.3080409  -1.8247423  -1.4459317   1.9548794   3.1798372  -0.7966476
  -0.31765544  1.4240339   0.982353    0.94512135]]","[[-0.60582876  0.4244532  -0.53764945  1.357944   -0.26311332  0.63876706
   1.6902772   0.5231966   0.30158892  0.74431086 -1.1608945   0.8379975
  -0.09614937 -0.26049873  2.5962548  -0.16193765 -0.72167134  1.7243645
  -0.99295884 -0.631125    0.13670436  0.22334793 -0.21198492  1.800076
   0.29891846  0.45516813  0.27007747  2.7178774   0.17330831  0.12640676
   1.0609365  -0.9835539  -0.9370693  -0.5967295   0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
1687,[2],"[[-2.75019     2.0281215   0.6409845  -1.1738423  -2.4325726   3.346578
  -0.8661881   3.005781   -2.210534    0.20357761]]","[[-0.1318355  -0.6615429   1.6926447   0.96388125  0.09619153  0.75764114
   0.82331085 -0.6050368  -3.2393506  -2.2582407   0.5632193  -0.61510366
   0.6171872   1.0550475  -2.3222227  -0.7751168  -1.7076635  -0.88516927
  -0.8815959   0.6076839   1.8332069   0.2960404  -0.8843411   0.8401378
   1.3416959  -0.39539358 -0.27308106  1.498756    0.71913296 -0.85647637
   0.20073523 -0.02178276 -0.15648785  1.4291263   0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
1688,[3],"[[ 0.05456877 -0.11545841  3.426699   -0.5745311  -1.7396288  -1.1252934
   1.1202066  -1.4265394   1.7722423   0.7720715 ]]","[[ 0.04221787 -0.1023932  -1.0219469  -1.7062038   0.93152654 -0.25375283
  -1.4688421   2.3059263   0.3593459  -0.55175626  0.13866155 -0.3612876
  -1.0749071  -0.5211673  -1.367648    1.503162    1.1478657  -0.25828034
  -0.8815959   0.6076839   1.8332069   0.2960404  -0.8843411   0.8401378
   1.3416959  -0.39539358  0.17234537  2.6117656   0.6679992   1.2116333
  -0.6343855  -0.03426084  1.5733587   2.8183973   0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
1689,[3],"[[ 0.1496616  -0.5380565   6.0068936   0.5042162  -0.86504674 -0.17006479
   1.7810419  -1.1838515   1.6164136  -0.3651346 ]]","[[ 2.1416497  -0.4827034   0.6721982  -0.37019756 -0.14732543  1.8437694
   2.1819127   2.234274   -0.30450553 -1.2460511   0.05445108  1.4643927
  -0.2695513  -0.39098132 -1.3956939  -1.4349941   2.3853097   0.4635701
  -0.88159585  0.6076839   1.8332069   0.29604042 -0.8843411   0.8401378
   1.3416959  -0.3953936   0.91970134 -1.9365863  -1.0300571  -1.7949632
   0.7081795  -0.2934875   0.07949415  0.28409743  0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
1690,[1],"[[ 2.924045   -0.69382536 -1.5976269   1.0918893  -1.7165624   0.50969493
  -0.8880184   2.5798416   2.3308756  -0.09193192]]","[[-0.3877178  -2.4187722   0.7136661  -0.66178334 -1.9719044  -0.3238806
   0.7763232  -0.36898077 -0.3162091   0.9727683  -1.3823596  -1.8404269
   0.4459123  -0.5311007   1.7123569   0.6222363   0.5801761  -0.10792588
  -0.8815959   0.6076839   1.8332069   0.2960404  -0.8843411   0.8401378
   1.3416959  -0.39539358  0.7210859   0.59535927 -1.8780284  -1.7199633
  -0.2837687  -1.1352615   0.36188108  1.8375725   0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
1691,[2],"[[-1.3436216   0.7592741  -0.31786507 -0.0438731  -0.7396267   1.6832323
   0.701481    2.114519   -0.4358201  -0.49276802]]","[[ 0.10791093 -0.39396423  0.49140567 -0.540169   -1.0860842  -0.3479429
   0.1390753  -0.48671877 -0.43329084  0.6009269  -0.03897242 -0.40473193
   0.26641256  1.2767316  -1.0010343  -0.6185051  -0.88781935 -0.3123325
  -0.8815959   0.6076839   1.8332068   0.2960404  -0.88434106  0.8401377
   1.3416959  -0.39539355 -1.2430704   0.1588092   0.54437983  0.86101437
   0.4069583  -1.4504995   2.2655594   0.93801033  0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
1692,[2],"[[-2.783009    1.9842938   2.1683736  -0.93217134 -2.1742144   4.6073437
  -0.73533446  3.7430997  -2.220467   -1.1057717 ]]","[[-0.1611139  -0.6794506   1.7987542   1.0025063   0.01981919  0.77993363
   0.8477445  -0.6931588  -3.5409265  -2.3180034   0.5790349  -0.56014496
   0.63949263  1.1593354  -2.5222564  -0.7820606  -1.8565718  -0.92302555
  -0.8815959   0.6076839   1.8332069   0.2960404  -0.8843411   0.8401378
   1.3416959  -0.39539358  1.6798946  -1.342442   -0.09238873 -0.5860451
   1.1860714  -1.88758    -1.4881805   0.18140563  0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
1693,[2],"[[ 0.06367508  2.1494873   1.1012759   0.9318192   0.30825382  3.747791
  -0.766046    3.8943417  -0.41446775 -1.4870923 ]]","[[-1.4323922   1.1918811  -0.8587311  -0.6753974  -0.43074653  0.8768476
   1.2613579  -1.7245115   0.08834719  0.8069749  -0.0922071   0.1541039
   1.9456985   0.9284541   1.6272004  -1.2731985  -1.6395118  -2.5890007
  -0.8815959   0.6076839   1.8332069   0.2960404  -0.8843411   0.8401378
   1.3416959  -0.39539358  0.91970134 -1.9365863  -1.0300571  -1.7949632
   0.7081795  -0.2934875   0.07949415  0.28409743  0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
1694,[2],"[[-1.5448359   4.6826534  -0.21284097 -1.5427318   0.00974958  3.6487966
  -0.84610575  2.7982006  -1.3462694   0.13769808]]","[[-0.1611139  -0.6794506   1.7987542   1.0025063   0.01981919  0.77993363
   0.8477445  -0.6931588  -3.5409265  -2.3180034   0.5790349  -0.56014496
   1.9456985   0.9284541   1.6272004  -1.2731985  -1.6395118  -2.5890007
  -0.8815959   0.6076839   1.8332069   0.2960404  -0.8843411   0.8401378
   1.3416959  -0.39539358 -1.1416937  -0.5300357   1.5095669  -0.18270195
  -0.1157576   1.1124194  -0.9056714  -0.38141614  0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
1695,[2],"[[-3.1038492   2.1354644   0.92523885 -0.5568726  -2.2190316   3.6529748
  -0.80286825  3.2399068  -2.3722775  -0.47164705]]","[[-0.10144454 -0.62048763  1.5630946   1.0428053   0.14598471  0.72873133
   0.62579614 -0.53921103 -3.25575    -2.1486075   0.5699721  -0.4493674
   1.2556891   0.53264344 -1.7301581  -0.9168643  -1.8062791  -0.50216234
  -0.8815959   0.60768384  1.8332068   0.2960404  -0.88434106  0.8401378
   1.3416958  -0.39539355  0.21688339  0.6224719  -0.6498353   0.7474871
   2.1139479  -1.4073504   1.2238173   1.0172577   0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
1696,[2],"[[-3.1038492   2.1354644   0.92523885 -0.5568726  -2.2190316   3.6529748
  -0.80286825  3.2399068  -2.3722775  -0.47164705]]","[[-0.10144454 -0.62048763  1.5630946   1.0428053   0.14598471  0.72873133
   0.62579614 -0.53921103 -3.25575    -2.1486075   0.5699721  -0.4493674
   1.2556891   0.53264344 -1.7301581  -0.9168643  -1.8062791  -0.50216234
  -0.8815959   0.60768384  1.8332068   0.2960404  -0.88434106  0.8401378
   1.3416958  -0.39539355  0.21688339  0.6224719  -0.6498353   0.7474871
   2.1139479  -1.4073504   1.2238173   1.0172577   0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
1697,[3],"[[-0.04963765  0.388418    5.3730874   1.1757219  -0.413548    1.0449518
   1.4843886  -1.0204966   1.2404172  -0.7751624 ]]","[[-0.6391001  -2.0805845  -0.3322869   1.2913024   1.8148742   1.9286789
   0.6203737  -0.6551652   0.8728255  -0.5167173   0.91275084  0.29746726
   0.3337783  -0.05054559 -2.3237064   0.4737863   2.001267   -2.0032215
  -0.98760754 -0.5715977   0.21822464  0.22684094 -0.24429294  1.7539489
   0.3490259   0.41429687 -0.2866884  -3.3245552   0.08357132 -0.3941753
   0.66449267  0.9670185  -0.74910784 -0.23308058  0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
1698,[1],"[[ 3.7411046  -1.4349222  -1.0887685   2.2903867   0.26559973 -0.6211526
  -0.49533993  1.6722133   1.018109    0.01063105]]","[[-0.8040658  -3.2987866  -0.5170123  -0.13950792 -0.4718405  -0.4527297
   1.5297681   0.33748257 -0.7354101  -0.07727814 -0.86675996  0.13335687
  -1.4640893   2.0405414   0.35332438  0.67226124 -0.45091853  0.9303389
  -0.88159585  0.60768384  1.8332068   0.29604036 -0.88434106  0.8401377
   1.3416958  -0.39539355  0.73650324  0.28650376  0.5172001  -2.0137641
  -0.04817929  0.87529033  0.25122708  0.8222673   0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
1699,[2],"[[-3.0309997   2.5995462   1.0357271  -1.5123385  -1.2076769   3.337437
  -0.32546028  2.591434   -2.099509   -0.35929438]]","[[-0.1318355  -0.6615429   1.6926447   0.96388125  0.09619153  0.75764114
   0.82331085 -0.6050368  -3.2393506  -2.2582407   0.5632193  -0.61510366
   0.6171872   1.0550475  -2.3222227  -0.7751168  -1.7076635  -0.88516927
  -0.8815959   0.6076839   1.8332069   0.2960404  -0.8843411   0.8401378
   1.3416959  -0.39539358  0.28672928 -0.23370014  0.79903084  1.2422466
   0.7714835  -0.0133016  -0.09655831 -0.4990526   0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
1700,[2],"[[-0.3093465   3.0144684  -0.00871706  0.3282226  -1.1440454   4.245194
  -0.7753819   4.659345   -2.1376495  -1.7039683 ]]","[[-0.58852327 -0.67168754 -0.9354092   0.3146946  -0.5467034   1.8469512
   0.09725451 -1.274837   -1.0354804   0.29735133  0.43824726 -1.5446298
   1.9456985   0.9284541   1.6272004  -1.2731985  -1.6395118  -2.5890007
  -0.8815959   0.6076839   1.8332069   0.2960404  -0.8843411   0.8401378
   1.3416959  -0.39539358  1.3136383   0.49810988  0.4682348  -1.041195
   0.2207352  -2.68665     1.143807   -0.01913997  0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
1701,[0],"[[ 3.0672417  -1.1438099  -1.0936184   1.5388458   2.696991   -0.32082075
  -0.56625885  1.5668681   1.1321063   0.5925817 ]]","[[-0.5439566   0.22814032 -0.5556695   1.1378319  -0.32880363  0.6863395
   1.6600429   0.42174473  0.64367664  0.8576597  -1.2688001   0.74444866
  -0.0092077  -0.5784819   2.5555985  -0.16587664 -0.866963    1.4077382
  -0.9024058   0.3761927   1.5161881   0.28245664 -0.7587006   1.0195175
   1.1468363  -0.23645255  0.27007747  2.7178774   0.17330831  0.12640676
   1.0609365  -0.9835539  -0.9370693  -0.5967295   0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
1702,[1],"[[ 1.5034431  -2.1499119  -1.2321942   1.9228204   1.6039617   0.701581
  -0.3816312   3.3320975   0.08592647 -0.01654235]]","[[-1.0344766  -0.68906176 -0.45563465 -0.40695214 -0.33289853  1.345103
   0.65398824  0.75333583  0.46330142  0.46845415 -1.7274799  -0.41163796
   1.2426018   1.6417786  -1.4588171   0.5170299  -1.0212405   2.8098912
  -0.88159585  0.60768384  1.8332068   0.2960404  -0.8843411   0.8401377
   1.3416958  -0.39539355 -0.27308106  1.498756    0.71913296 -0.85647637
   0.20073523 -0.02178276 -0.15648785  1.4291263   0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
1703,[3],"[[ 1.7522093  -1.4663209   4.140149    0.68964994  1.1315004  -0.5767669
   0.5307348  -0.66252166  2.1996202  -0.05252384]]","[[-0.22448385  0.02001637 -0.5381789  -0.07377449  1.3019352  -0.28789774
   0.5701015   0.39173     0.93709236  0.0835559  -0.7466655  -0.38054037
  -0.03734118 -2.2242503  -0.36294302  0.86490166 -0.1211876   0.9438128
  -0.99521995 -0.65627915  0.10225654  0.22187187 -0.19833253  1.8195674
   0.27774456  0.47243887 -0.2866884  -3.3245552   0.08357132 -0.3941753
   0.66449267  0.9670185  -0.74910784 -0.23308058  0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
1704,[0],"[[ 1.1872184  -1.6288837  -2.5856204   2.096684    2.6491058   0.81127053
   0.5903643   2.496918   -0.38313335 -0.23544809]]","[[-0.824218    0.3147926  -0.38219655  1.6907338  -0.6938729   0.84265774
   1.8065103   0.61214924  0.02319137  0.92670906 -0.9535712   0.90839756
   0.949898    1.7688737  -1.1750443   0.3484815  -0.7139374   2.6052256
  -0.881596    0.60768396  1.8332072   0.29604042 -0.8843413   0.84013796
   1.341696   -0.3953936   0.30175236  0.29199266 -0.87718093  1.0913576
  -1.1953878  -0.56772745 -0.30994165 -0.02575418  0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
1705,[3],"[[ 1.1094694   0.04243868  4.954757    0.54734945 -0.06987759  0.786698
   1.0139661  -0.1364334   2.094628   -1.08504   ]]","[[-0.03497728  0.15212122 -1.064589   -1.8132882  -0.2083164  -0.38655812
   0.99901736  0.33452994  0.18429841  0.5278396   1.1746294   1.5968677
  -0.7873534   0.26133603  0.22255035 -0.5286087   0.9017568  -1.0030879
  -0.8815959   0.6076839   1.8332069   0.2960404  -0.8843411   0.8401378
   1.3416959  -0.39539358  1.6798946  -1.342442   -0.09238873 -0.5860451
   1.1860714  -1.88758    -1.4881805   0.18140563  0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
1706,[2],"[[-1.4583892   4.0015173   1.0584958  -0.7582021  -1.1949675   4.9531894
  -1.2476485   3.797764   -1.694874   -0.93042016]]","[[-0.1611139  -0.6794506   1.7987542   1.0025063   0.01981919  0.77993363
   0.8477445  -0.6931588  -3.5409265  -2.3180034   0.5790349  -0.56014496
   1.9456985   0.9284541   1.6272004  -1.2731985  -1.6395118  -2.5890007
  -0.8815959   0.6076839   1.8332069   0.2960404  -0.8843411   0.8401378
   1.3416959  -0.39539358  1.6798946  -1.342442   -0.09238873 -0.5860451
   1.1860714  -1.88758    -1.4881805   0.18140563  0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
1707,[3],"[[-0.49570677 -0.09845749  4.3544674   0.7038239  -1.883426    0.9257626
   0.5434318  -0.9494228   0.35423297 -0.24697885]]","[[ 0.8809466  -0.2883436  -0.06034198  1.4749931   1.1435667   0.5259612
   0.06990555  0.18138903  1.6716019   1.4737997   0.44512764  0.7907954
   0.3337783  -0.05054559 -2.3237064   0.47378632  2.001267   -2.0032215
  -0.8815959   0.6076839   1.8332069   0.2960404  -0.8843411   0.8401378
   1.3416959  -0.39539358  1.6798097  -0.9381466   0.20665598 -0.41783446
  -0.51925784  0.8650797   0.5467142   1.3523136   0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
1708,[2],"[[-2.598969    2.074086    1.125301   -0.13550195 -2.0158017   4.7543993
  -0.9847556   4.298173   -0.7616308  -1.9525183 ]]","[[-1.2373209  -0.48779374  2.0602772  -0.41353264 -0.2796878   1.7332895
  -1.0990047  -1.4361582  -0.49955285  0.79652244  0.65183717 -1.9753263
   0.8455876   1.0653181  -1.5879437  -0.8225094  -1.7449353  -1.2059249
  -0.8815958   0.6076838   1.8332067   0.29604036 -0.884341    0.84013766
   1.3416958  -0.39539352  0.91970134 -1.9365863  -1.0300571  -1.7949632
   0.7081795  -0.2934875   0.07949415  0.28409743  0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
1709,[2],"[[-1.4047757   3.5305378   0.77390164 -0.6292268   0.54021066  3.4118202
  -0.31018037  3.012815   -2.117443   -0.5465746 ]]","[[ 0.6666298   2.0220356  -0.88259757  0.6079003  -0.45436433  0.8540262
   1.2684299  -0.57914865 -0.4392477   1.1491117   1.5575559  -0.33614913
   1.9456985   0.9284541   1.6272004  -1.2731985  -1.6395118  -2.5890007
  -0.8815959   0.6076839   1.8332069   0.2960404  -0.8843411   0.8401378
   1.3416959  -0.39539358 -0.6388795   0.4741808   1.7593254   0.32990804
  -0.29690167 -0.89647526  0.66832    -0.32882243  0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
