,label,feature_less,feature_more
1313,[1],"[[ 3.510674    1.1771047   0.4411625  -0.5148841  -1.7443544   2.0248337
   0.54051673  0.3793121   0.54228485  0.58681136]]","[[-0.9422827  -0.29541212  0.4261428   1.8227286  -1.8484875   1.1818769
   1.4630824   0.64687425 -0.3500681   1.3091104  -0.08293254  0.34004635
   1.0460246   1.7523148  -1.6829534   0.27041203 -0.973015    3.0251074
  -0.703481   -0.15385835  0.6952966   0.12093808 -0.45401376  1.283635
   0.5824693  -0.11183214  1.9231244   0.54201144  0.38979837  0.6098907
   0.4841355   0.45689267  2.115661   -0.5487568   0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
1314,[1],"[[ 3.5690498  -0.03105026  2.5843832  -0.10434298 -0.3395016  -0.6846398
   0.42368087 -0.42887738 -0.00491732  0.02768568]]","[[-1.6193924   1.3360554   0.88332933 -0.15260509  1.0520582  -1.2170004
   1.3177159   1.0166866  -0.26519015 -0.28712016 -0.67620087  0.09942833
  -1.6885669   2.3231316   0.5992836   0.65959215 -0.729008    1.0226396
  -0.8330661   0.53356117  1.7536793   0.17382461 -0.9113341   0.9446117
   1.2952564  -0.53641486  0.69295734  0.15648818  0.42115587 -1.8339952
  -0.26211968  0.7509613   0.08853526  0.8186538   0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
1315,[1],"[[ 3.5690498  -0.03105026  2.5843832  -0.10434298 -0.3395016  -0.6846398
   0.42368087 -0.42887738 -0.00491732  0.02768568]]","[[-1.6193924   1.3360554   0.88332933 -0.15260509  1.0520582  -1.2170004
   1.3177159   1.0166866  -0.26519015 -0.28712016 -0.67620087  0.09942833
  -1.6885669   2.3231316   0.5992836   0.65959215 -0.729008    1.0226396
  -0.8330661   0.53356117  1.7536793   0.17382461 -0.9113341   0.9446117
   1.2952564  -0.53641486  0.69295734  0.15648818  0.42115587 -1.8339952
  -0.26211968  0.7509613   0.08853526  0.8186538   0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
1316,[2],"[[ 1.3588448   4.9269257  -1.0833968   2.3747373   0.20069289  2.6033201
   3.3416538  -0.82489896  0.7962495   4.067864  ]]","[[-0.63059306 -0.8425769   1.9088596   1.0674692  -0.5213262   0.7878787
   0.93668735 -0.79352957 -3.7567198  -2.3336496   0.38929686 -0.66882247
   2.002139    0.9352082   1.3683447  -1.4140325  -1.5529788  -2.7215705
  -0.8330661   0.53356117  1.7536793   0.17382462 -0.9113341   0.9446118
   1.2952564  -0.53641486  1.1412294  -1.1681724  -0.39373744  0.12016572
   0.88887197 -1.1725585  -1.3262047  -0.5070165   0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
1317,[2],"[[ 0.63099134  3.081827   -0.5393188   1.053218    2.332087    0.5890623
   2.2294028  -1.2015667   1.1135124   2.4216895 ]]","[[ 0.5765543   1.3670017  -1.144455    0.8064532  -0.4877719   0.20613217
   1.105515   -0.51552284 -0.23151483  1.1911896   1.0841454   0.03589191
   2.002139    0.9352082   1.3683447  -1.4140325  -1.5529788  -2.7215705
  -0.8330661   0.53356117  1.7536793   0.17382462 -0.9113341   0.9446118
   1.2952564  -0.53641486  0.42221004 -1.1115592   0.7531146   0.5423413
   1.733649    2.470443   -1.5930119   0.0407976   0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
1318,[2],"[[ 0.63099134  3.081827   -0.5393188   1.053218    2.332087    0.5890623
   2.2294028  -1.2015667   1.1135124   2.4216895 ]]","[[ 0.5765543   1.3670017  -1.144455    0.8064532  -0.4877719   0.20613217
   1.105515   -0.51552284 -0.23151483  1.1911896   1.0841454   0.03589191
   2.002139    0.9352082   1.3683447  -1.4140325  -1.5529788  -2.7215705
  -0.8330661   0.53356117  1.7536793   0.17382462 -0.9113341   0.9446118
   1.2952564  -0.53641486  0.42221004 -1.1115592   0.7531146   0.5423413
   1.733649    2.470443   -1.5930119   0.0407976   0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
1319,[1],"[[ 3.92289     1.4555666   1.0141119  -0.5272084  -1.7007332   0.7650546
   0.8134804  -0.25606197  1.0693932   1.1913966 ]]","[[-0.6660615  -0.3292594   0.22381869  1.4859154  -1.3091704   0.65359384
   1.3777101   0.78178006 -0.32967642  1.0093864  -0.10734481  0.25202978
   0.5576018   1.5703903  -0.9095794   0.33703783 -0.7616424   2.4092326
  -0.8330661   0.5335612   1.7536793   0.17382462 -0.91133416  0.9446118
   1.2952565  -0.5364149   0.9579352   0.51874006 -1.3292277  -2.199278
   0.02098217 -1.0850742   0.18486978  1.6834996   0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
1320,[2],"[[ 2.1537845   3.1356082  -0.49892774  1.358786    1.3263606   1.9112748
   1.5948306  -0.427994    0.7511827   2.8701425 ]]","[[-1.0514951  -0.74626625 -0.60011035  0.3083342  -0.3386672   1.4297147
   0.3120331  -0.92413634 -0.6111396   0.4299289  -0.11785533 -0.76051956
   1.3337348   0.770207    1.20283    -1.0240088  -1.2422394  -2.0302246
  -0.8882667   0.5661805   1.645957   -0.11180907 -0.9936228   1.3121314
   0.9674394  -0.19443743  0.86745906  0.53595805  0.21541898 -0.70573455
  -0.07429618 -2.715571    1.0806997  -0.12380302  0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
1321,[2],"[[ 2.3075132   3.9775357  -0.7763294   1.1131431   2.2000494   1.5016005
   0.88738096 -1.3270049   1.0833936   3.2884579 ]]","[[-2.4251192   1.1477351  -1.4604217   0.3863838   0.97417843 -0.0603299
   0.02136774 -0.762046   -0.81778485 -0.66325855  1.8667494  -0.50575477
   2.002139    0.9352082   1.3683447  -1.4140325  -1.5529788  -2.7215705
  -0.8330661   0.53356117  1.7536793   0.17382462 -0.9113341   0.9446118
   1.2952564  -0.53641486  0.40770972  2.7796607   0.27346     0.04647752
   1.1746277  -1.0431855  -0.798237   -0.65964025  0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
1322,[2],"[[ 0.5147525   2.5340774  -0.8179257   0.44947082  1.492206    1.1366067
   2.33656    -0.14950594  1.533875    2.0345433 ]]","[[-1.1712592   0.92943317 -0.8116918  -0.08345737 -0.26365808  0.39102915
   0.5280274  -1.504961    0.20855507  0.6523915  -0.20541108  0.2425687
   0.3904269   0.7552885  -1.722242   -0.59507394 -1.212501   -1.0798603
  -0.83306617  0.5335612   1.7536794   0.17382464 -0.91133416  0.94461185
   1.2952565  -0.53641486  0.0649977  -2.1772203  -1.1602486  -1.0983276
   0.55807257 -0.32746965  0.19263001 -0.5547563   0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
1323,[2],"[[ 0.5147525   2.5340774  -0.8179257   0.44947082  1.492206    1.1366067
   2.33656    -0.14950594  1.533875    2.0345433 ]]","[[-1.1712592   0.92943317 -0.8116918  -0.08345737 -0.26365808  0.39102915
   0.5280274  -1.504961    0.20855507  0.6523915  -0.20541108  0.2425687
   0.3904269   0.7552885  -1.722242   -0.59507394 -1.212501   -1.0798603
  -0.83306617  0.5335612   1.7536794   0.17382464 -0.91133416  0.94461185
   1.2952565  -0.53641486  0.0649977  -2.1772203  -1.1602486  -1.0983276
   0.55807257 -0.32746965  0.19263001 -0.5547563   0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
1324,[1],"[[ 2.4028778  -0.31002128  1.5615501  -0.23398872 -0.28928837 -0.9973852
  -0.07678649 -0.7147661   0.09584934  0.16988629]]","[[-0.9427473   0.50121915  0.46659285  0.6644959   1.0207007  -0.5462791
   0.49080122  0.98681664  0.395219   -0.02998808  0.76974654 -0.25682512
  -1.446027    1.670298    0.49094197  0.6708462  -0.39982307  0.6754246
  -0.7058078  -0.14151572  0.7143      0.12188768 -0.462225    1.277548
   0.5952675  -0.11945555  0.69295734  0.15648818  0.42115587 -1.8339952
  -0.26211968  0.7509613   0.08853526  0.8186538   0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
1325,[3],"[[ 0.67818016  0.149243   -0.01017696 -0.41698807  0.5982146  -0.07095985
   0.71696126 -1.1862884   0.35515934  0.06614333]]","[[ 0.06705266 -1.2925937  -0.37016624  0.43354642 -0.5171839  -0.03031504
  -1.391159    0.24797246  0.0258337   0.02299494 -0.38015163 -0.78664994
  -1.1491082   1.199996   -0.10566863 -0.42099196  0.7187426   0.547567
  -0.8330661   0.53356117  1.7536793   0.17382462 -0.91133404  0.9446118
   1.2952564  -0.53641486  0.06211296  0.61342114 -1.0591058   0.0120869
   1.4823582   1.0480773  -0.48643848  0.37171718  0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
1326,[3],"[[ 0.10603296  0.1857899   0.5531204  -0.1709743   1.3544663  -0.3196072
   0.8172897  -1.1569483   0.23044378  0.02343119]]","[[ 0.99827385  0.0927119  -0.28488547 -0.78199524 -0.7905432   0.0926308
  -0.90766025  0.04128221  0.5801656   0.7132344  -0.50754917 -0.19624975
  -1.2325503   0.893308    0.7972071   0.295784    0.01500134 -0.3009497
  -0.8330661   0.53356117  1.7536793   0.17382462 -0.91133416  0.9446117
   1.2952564  -0.53641486  0.06211296  0.61342114 -1.0591058   0.0120869
   1.4823582   1.0480773  -0.48643848  0.37171718  0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
1327,[3],"[[-0.15877572 -0.12368939 -0.09059972 -0.7676454   2.0506487  -0.8331782
   1.3984529  -0.5340926   0.65563595 -0.18017526]]","[[-0.608589    0.47452542 -0.30066484 -0.37021047 -0.08382508  0.9628215
  -1.747665    1.057987   -0.5786379   0.24233781  0.12345285  0.04675175
   0.7146193  -0.5906036  -0.26159152 -0.39213443  0.65668803 -0.5221948
  -0.7031127  -0.15581226  0.6922883   0.12078777 -0.45271394  1.2845987
   0.5804433  -0.11062534 -1.4338108  -0.5519859   1.9401383  -1.068894
   1.2912071   0.62121475  0.6621782   2.2074068   0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
1328,[2],"[[ 2.131274   3.5717528 -0.5122912  1.2391449  1.9547877  1.3359278
   2.284562  -1.0344143  0.6297673  3.030392 ]]","[[-0.19880567  0.39768016 -0.01388329 -1.5809842  -0.03984667  1.0597728
   0.5466053  -0.9576891  -0.80689496  1.9646055  -1.5692945  -1.6542101
   2.002139    0.9352082   1.3683447  -1.4140325  -1.5529788  -2.7215705
  -0.8330661   0.53356117  1.7536793   0.17382462 -0.9113341   0.9446118
   1.2952564  -0.53641486  0.9579352   0.51874006 -1.3292277  -2.199278
   0.02098217 -1.0850742   0.18486978  1.6834996   0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
1329,[3],"[[ 1.1659285   0.12004776  1.6316683  -1.1054612  -0.0861007  -1.1628323
   1.0165399  -0.7839685   0.44756353  0.28841692]]","[[-0.28610128  0.21594988 -0.34007964 -0.02460105  0.38314825  1.3677557
   0.5349716   0.5942445   0.8088287  -0.34449276  0.37002704 -0.36329326
  -0.48063064 -0.09145641  0.38048816  0.363815   -0.12166139  0.52926016
  -0.80411506  0.37998247  1.5172224   0.16200906 -0.8091626   1.020354
   1.1360102  -0.4415574  -1.2857169   0.5396629  -0.38801846 -1.7111437
   0.45677882  1.9997048  -1.8559295   2.0017173   0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
1330,[3],"[[-0.13977379 -0.41589537  0.9609933  -0.87514424  0.67679167 -1.653548
   0.668928   -1.1205447   0.62620974 -0.08660641]]","[[-0.07141831  0.52042997  0.06412522 -0.01195293  0.26933363  0.19207573
  -0.3933253   0.34583953  0.823287   -0.3630163   1.1354883   0.8026836
  -0.748072   -0.20835586  0.17916803  0.70323175  0.54746944 -0.32375315
  -0.76613     0.17848048  1.2069807   0.14650652 -0.67510915  1.1197313
   0.9270723  -0.31710023 -1.2857169   0.5396629  -0.38801846 -1.7111437
   0.45677882  1.9997048  -1.8559295   2.0017173   0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
1331,[2],"[[-0.42782658  1.5593375  -0.84738195  0.20827727  0.11813363  0.49799937
   1.6953017  -0.5189169   1.5310348   0.69456756]]","[[ 0.6633387   0.2684767   1.2108742   2.0497365   0.14135814  0.59043175
  -0.23073621  0.81642437 -0.60095    -0.97709477  0.04528759  2.060613
  -0.34974197  0.13950904 -1.8039689   1.2228197  -0.51845014 -0.80041707
  -0.8330661   0.53356117  1.7536793   0.17382462 -0.9113341   0.9446118
   1.2952564  -0.53641486  1.941982   -1.2065495  -0.48771584 -0.7870054
   1.185404   -0.5035856  -0.7635788  -0.37390074  0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
1332,[2],"[[-0.17035294  2.5121968  -1.413743    0.79508156  1.6945935   1.0682397
   2.4352744  -0.5165304   1.3911287   2.0993452 ]]","[[-1.0385783   0.23273188  0.3359418  -0.12159937  0.16425104  0.08560711
  -1.2030371  -1.5930579   0.08087012  0.34200922 -0.7699676  -0.2217934
   0.5311349   0.7707564  -1.3629935  -0.6786713  -1.2163417  -1.219973
  -0.8330661   0.53356117  1.7536792   0.17382462 -0.9113341   0.9446117
   1.2952564  -0.53641486  0.0649977  -2.1772203  -1.1602486  -1.0983276
   0.55807257 -0.32746965  0.19263001 -0.5547563   0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
1333,[2],"[[-0.17035294  2.5121968  -1.413743    0.79508156  1.6945935   1.0682397
   2.4352744  -0.5165304   1.3911287   2.0993452 ]]","[[-1.0385783   0.23273188  0.3359418  -0.12159937  0.16425104  0.08560711
  -1.2030371  -1.5930579   0.08087012  0.34200922 -0.7699676  -0.2217934
   0.5311349   0.7707564  -1.3629935  -0.6786713  -1.2163417  -1.219973
  -0.8330661   0.53356117  1.7536792   0.17382462 -0.9113341   0.9446117
   1.2952564  -0.53641486  0.0649977  -2.1772203  -1.1602486  -1.0983276
   0.55807257 -0.32746965  0.19263001 -0.5547563   0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
1334,[2],"[[ 1.3489015   4.5718837  -0.76593304  2.3723142   0.331671    2.511789
   3.285804   -0.94786114  0.7970842   3.4611487 ]]","[[-0.63059306 -0.8425769   1.9088596   1.0674692  -0.5213262   0.7878787
   0.93668735 -0.79352957 -3.7567198  -2.3336496   0.38929686 -0.66882247
   2.002139    0.9352082   1.3683447  -1.4140325  -1.5529788  -2.7215705
  -0.8330661   0.53356117  1.7536793   0.17382462 -0.9113341   0.9446118
   1.2952564  -0.53641486  0.55924284 -0.75508004  2.3118753   1.0348829
  -0.27905262 -0.6404633  -2.3532217   0.371321    0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
1335,[2],"[[ 1.3680854   4.1868534  -1.1704777   1.2798963  -0.9968425   2.5180082
   3.0661614  -0.78153443  1.2304183   2.9001958 ]]","[[-0.5587853  -0.83765703  1.6316622   1.0898356  -0.38755232  0.6709082
   0.60702854 -0.6463458  -3.3082623  -1.9366302   0.31130114 -0.5578542
   2.3531845   0.0124274  -0.8889564  -0.71048486 -1.9643494   0.32456622
  -0.8330661   0.53356117  1.7536793   0.17382462 -0.9113341   0.9446118
   1.2952564  -0.53641486  1.1412294  -1.1681724  -0.39373744  0.12016572
   0.88887197 -1.1725585  -1.3262047  -0.5070165   0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
1336,[2],"[[ 1.7717223   3.1828532  -0.6280979   1.3292782   1.6139374   0.9291584
   2.3252308  -0.83099973  0.8350718   2.7293868 ]]","[[ 0.21729934  0.8100619   1.1086284   0.26217002 -0.81300753 -0.40629718
   0.54362994  0.4571615  -0.5955651   1.093999   -0.8403957   0.335698
   2.002139    0.9352082   1.3683447  -1.4140325  -1.5529788  -2.7215705
  -0.8330661   0.53356117  1.7536793   0.17382462 -0.9113341   0.9446118
   1.2952564  -0.53641486  0.9579352   0.51874006 -1.3292277  -2.199278
   0.02098217 -1.0850742   0.18486978  1.6834996   0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
1337,[2],"[[ 1.3471243   2.8353424  -1.3783649  -0.06722756  0.9513899   1.4528118
   2.2949712  -0.378383    1.3513979   2.310632  ]]","[[-1.057933   -0.7419426  -1.2840015   0.36282372 -0.2759667   1.7918118
   0.20192526 -1.0110606  -0.78488356  0.45480978  0.20832135 -1.1417978
   0.2746617   0.67060035 -2.4471667  -0.41871044 -1.318999   -0.99003786
  -0.8330661   0.53356117  1.7536793   0.17382462 -0.91133416  0.9446118
   1.2952564  -0.53641486  0.29921845  0.10136075 -0.7550871  -1.4939771
  -0.25080618  1.7032973   0.49210444  1.485461    0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
1338,[2],"[[ 2.2788186   4.4309945  -0.9446862   2.0107253   0.24016154  2.4652479
   3.059589   -0.49799973  0.5019716   4.0019383 ]]","[[-0.63059306 -0.8425769   1.9088596   1.0674692  -0.5213262   0.7878787
   0.93668735 -0.79352957 -3.7567198  -2.3336496   0.38929686 -0.66882247
   2.002139    0.9352082   1.3683447  -1.4140325  -1.5529788  -2.7215705
  -0.8330661   0.53356117  1.7536793   0.17382462 -0.9113341   0.9446118
   1.2952564  -0.53641486 -0.24586311  1.6020095   0.73685324 -1.1604499
  -0.03842597 -0.10137726 -0.06462532  1.7164044   0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
1339,[3],"[[-1.5145767   0.4745373  -1.9577706  -0.02969433  1.7529341  -0.45372415
   2.086697   -1.328335    0.95438653  0.39850754]]","[[-0.01273176 -1.3877183  -0.32204252  0.31605813  0.16769762  0.30179304
  -1.8405287   0.6081961   0.5203461  -0.14243451  0.7197733  -2.4599714
   0.80491734  0.6941788  -1.6354091   0.18502387  1.2217467  -1.808918
  -0.7286537  -0.02032265  0.9008943   0.13121164 -0.54285115  1.2177775
   0.7209328  -0.19431005 -0.38404125 -2.717745    0.07121618 -0.15024465
   0.02843747  1.2734587  -0.44401443  0.41168287  0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
1340,[2],"[[ 1.3588448   4.9269257  -1.0833968   2.3747373   0.20069289  2.6033201
   3.3416538  -0.82489896  0.7962495   4.067864  ]]","[[-0.63059306 -0.8425769   1.9088596   1.0674692  -0.5213262   0.7878787
   0.93668735 -0.79352957 -3.7567198  -2.3336496   0.38929686 -0.66882247
   2.002139    0.9352082   1.3683447  -1.4140325  -1.5529788  -2.7215705
  -0.8330661   0.53356117  1.7536793   0.17382462 -0.9113341   0.9446118
   1.2952564  -0.53641486  1.1412294  -1.1681724  -0.39373744  0.12016572
   0.88887197 -1.1725585  -1.3262047  -0.5070165   0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
1341,[0],"[[ 4.0772047   0.3116712   3.7205353  -0.48528272 -1.6556017   0.24561673
  -0.47998306 -0.2738636  -0.19653809  0.34346274]]","[[-0.96051776 -0.30822423  0.42490152  1.8290894  -1.8601471   1.1918584
   1.4769833   0.643579   -0.34528622  1.3243886  -0.08107536  0.32848275
  -0.88940024 -0.1378649   3.6799657   0.19272609 -0.49506232  2.0722334
  -0.8330661   0.53356117  1.7536793   0.17382462 -0.9113341   0.9446118
   1.2952564  -0.53641486  0.40770972  2.7796607   0.27346     0.04647752
   1.1746277  -1.0431855  -0.798237   -0.65964025  0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
1342,[2],"[[ 2.3488743   4.051556   -0.95016396  1.5032493   1.8443583   2.2109761
   1.7806469  -0.4674616   0.9980754   3.6525261 ]]","[[-1.1452905  -0.8129798  -1.3581868   0.36597672 -0.26624188  1.8704382
   0.22796865 -1.0348247  -0.8329509   0.4084159   0.25013846 -1.2207744
   2.002139    0.9352082   1.3683447  -1.4140325  -1.5529788  -2.7215705
  -0.8330661   0.53356117  1.7536793   0.17382462 -0.9113341   0.9446118
   1.2952564  -0.53641486  0.86745906  0.53595805  0.21541898 -0.70573455
  -0.07429618 -2.715571    1.0806997  -0.12380302  0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
1343,[2],"[[ 2.699165    2.3796844  -0.4657425  -0.14677745 -0.41713107  2.2713683
   0.83950186 -0.69398093  1.3607948   1.2918966 ]]","[[-0.96561956 -0.6062528   0.84609     0.6878324  -0.8766492   0.7420711
   0.80623084  0.6974987  -0.7946316   1.2701106   0.4910756  -0.11692245
   0.6802079   1.2759248  -2.1187527  -0.07839766 -1.1717885   1.1124218
  -0.8330661   0.53356117  1.7536793   0.17382462 -0.9113341   0.9446118
   1.2952564  -0.53641486  0.40770972  2.7796607   0.27346     0.04647752
   1.1746277  -1.0431855  -0.798237   -0.65964025  0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
1344,[2],"[[ 0.5297122   3.3995261  -0.6118176   1.1548358   0.86450684  2.0452077
   2.8256352   0.15149942  0.5727582   2.9778118 ]]","[[ 0.11371331 -0.70037985  2.0700336   1.4285889  -0.97734284  1.390583
  -0.13983934  0.92000353 -0.13996658 -1.9947355  -0.983667    1.0184107
   2.002139    0.9352082   1.3683447  -1.4140325  -1.5529788  -2.7215705
  -0.8330661   0.53356117  1.7536793   0.17382462 -0.9113341   0.9446118
   1.2952564  -0.53641486 -1.8086224   0.40552548 -0.9444419   0.14288017
   0.60239625 -0.47379455 -0.74615866 -0.14366074  0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
1345,[2],"[[-0.754501   2.8236742 -1.508064   1.5033247  1.6602772  0.6264731
   2.8674922 -0.866565   0.9857422  2.8807817]]","[[-0.29301608  0.20392637  1.0414922   2.2635825  -0.00965653 -0.7294305
  -1.1545584   0.11250096  2.27132    -1.740756    1.5712723  -0.12500459
   2.002139    0.9352082   1.3683447  -1.4140325  -1.5529788  -2.7215705
  -0.8330661   0.53356117  1.7536793   0.17382462 -0.9113341   0.9446118
   1.2952564  -0.53641486 -1.3964783  -0.48520228 -1.7140183   1.4435147
   0.02651413  0.7735735  -0.731717    0.04076898  0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
1346,[3],"[[-0.2375341   0.29140192  0.25425255 -0.5513863   2.3501542  -0.88790625
   2.1440518  -0.27145177  0.83762205  0.03362239]]","[[-0.85478    -0.0874603  -0.57374907  0.11782794  0.45075423  1.0788578
  -1.597182    1.1668518  -0.61162305 -0.28117195 -0.18812308  0.37257048
  -0.25866085 -1.8174552  -0.06468552 -0.41244736 -0.5893292  -0.9909213
  -0.8330661   0.53356117  1.7536793   0.17382462 -0.9113341   0.9446118
   1.2952564  -0.53641486 -1.4338108  -0.5519859   1.9401383  -1.068894
   1.2912071   0.62121475  0.6621782   2.2074068   0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
1347,[2],"[[-0.93132     3.1388924  -2.2748866   2.567138    2.3695056   1.4865516
   3.3598757  -0.84480107  1.0100422   3.3631437 ]]","[[ 2.222197   -0.07364151  1.7103912   0.0901106   0.93959296  0.22145072
  -1.8660016  -1.2737209  -0.42430615 -1.2706409   1.0634257  -0.32835582
   2.002139    0.9352082   1.3683447  -1.4140325  -1.5529788  -2.7215705
  -0.8330661   0.53356117  1.7536793   0.17382462 -0.9113341   0.9446118
   1.2952564  -0.53641486 -1.3285922  -0.13892329 -0.3564984  -0.22891986
  -0.7087702  -2.0238566   1.66157     1.4384288   0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
1348,[2],"[[ 1.2758284   2.6345258  -1.2334653   0.15734623  1.2773415   2.5456235
   2.0373957   0.22196823  1.3692071   1.945031  ]]","[[-0.94948256 -0.6716492  -1.2641675   0.3138677  -0.23810162  1.7210252
   0.24390787 -0.9673813  -0.76558715  0.40362203  0.28354716 -1.1124942
   0.22136007  0.68157977 -2.3621802  -0.44235697 -1.2057811  -0.91846657
  -0.83306605  0.53356117  1.7536792   0.17382462 -0.9113341   0.9446117
   1.2952563  -0.53641486 -1.8767351   0.97421193  0.62166643  0.15614629
   0.3434758  -0.71752924  0.91034746 -0.4981879   0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
1349,[2],"[[ 0.6640303   2.7237766  -1.4704773   0.35213906  1.5406168   0.87956
   2.500866   -0.6667605   1.5081075   2.0981557 ]]","[[-1.4094026   0.00326221 -0.62982357  0.8333473   0.32217053 -0.0530187
  -1.3375783   0.4793994  -1.5114802  -0.66536367  0.57616806 -1.3053329
   0.40683645  0.7571884  -1.7162058  -0.5999714  -1.223328   -1.0974892
  -0.8330661   0.53356117  1.7536792   0.17382462 -0.9113341   0.9446118
   1.2952564  -0.5364148   0.0649977  -2.1772203  -1.1602486  -1.0983276
   0.55807257 -0.32746965  0.19263001 -0.5547563   0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
1350,[0],"[[ 1.829803   -0.67847174  2.0740309   0.2521692   0.67859113 -0.01162268
   0.8845446   0.05333106 -0.23693985 -0.41684407]]","[[-0.24382655 -1.0762124  -0.07962499 -0.38898697 -0.07918155  0.20265937
   0.08512047  0.06500845 -0.2626005   0.771217   -0.5488643  -0.02644212
  -0.89866847 -0.02041345  1.8820913   0.6454028  -0.18118918  0.5934963
  -0.83306617  0.5335612   1.7536793   0.17382464 -0.9113342   0.9446119
   1.2952565  -0.5364149  -1.3317755   0.18342678  0.70842403  0.55384827
   0.7368522  -1.0372144   2.1769621   0.9477799   0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
1351,[2],"[[ 1.8487439   4.404947   -1.0272305   2.0486963   0.2683327   2.1130588
   3.3014143  -0.63798827  0.36740685  4.024942  ]]","[[-0.63059306 -0.8425769   1.9088596   1.0674692  -0.5213262   0.7878787
   0.93668735 -0.79352957 -3.7567198  -2.3336496   0.38929686 -0.66882247
   2.002139    0.9352082   1.3683447  -1.4140325  -1.5529788  -2.7215705
  -0.8330661   0.53356117  1.7536793   0.17382462 -0.9113341   0.9446118
   1.2952564  -0.53641486  1.5911179   0.10588735 -0.20573576 -1.1684799
  -0.37190133  1.3506569   0.42477268  0.77047676  0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
1352,[2],"[[ 1.2603433   0.4590433   0.03841883  0.15380464  0.62579465  1.1558073
   0.48113826 -0.5920222   0.20801502  0.3219493 ]]","[[ 2.2470787  -0.02851948 -0.5681739   0.44446376 -1.1355343   1.4476964
  -2.1834054  -1.2482026   1.4054227   1.4637022  -1.4086262  -1.1012123
  -1.6885669   2.3231318   0.5992836   0.65959215 -0.729008    1.0226396
  -0.8330661   0.53356117  1.7536793   0.17382462 -0.9113341   0.9446118
   1.2952564  -0.53641486  0.08626077  2.8504364   0.33364344  1.1642793
  -0.4752406   0.01376554  1.6830839   2.2321866   0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
