,label,feature_less,feature_more
1555,[2],"[[ 1.4743788  -2.5964572   2.0075154   1.9238251   1.3070717   3.2706804
  -0.11524301  2.4710004  -2.5054152  -0.3886737 ]]","[[ 0.01569832  0.42556214 -0.70499843  0.74369097  0.7503978   0.7384135
  -0.53408283 -0.7436178  -0.7433567  -0.7415437   0.00381834 -0.71014583
  -0.55471927 -0.48256972 -0.24103568 -0.5185591   0.7338668   0.39058012
  -0.16765349  0.6576031  -0.6684808   0.6952142   0.66070926  0.156223
   0.5833404  -0.22891928 -1.8738451   0.04773293  0.38655752  0.29318088
  -1.2133309  -1.2865968   2.2463133   1.0627408   0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
1556,[1],"[[-1.2386777   1.91294     1.1955724  -1.0945537  -0.85387427 -1.3431761
   2.6547453  -0.6967079   1.3786614  -1.2497848 ]]","[[ 0.1115557   0.54910964  0.00846765 -0.49090424 -0.5784273  -0.04511632
   0.45166147  0.09938983 -0.7293359   0.27941933 -0.51546824 -0.0648368
   0.75330365 -0.36069638 -0.4434781   0.10633391 -0.17780797 -0.29051983
  -0.3410715  -0.51155674 -0.04884394 -0.00786841 -0.53227895 -0.7322519
  -0.6357589   0.7372881  -1.7761745   1.5185891  -1.5932186  -1.5622321
   1.5058243   0.15666391 -0.60175854 -1.0228902   0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
1557,[1],"[[-0.40341985  2.3005729   1.5788739  -1.136629   -1.829756   -1.1769608
   2.948313   -0.34832758  2.6426632  -1.6496412 ]]","[[ 4.5586172e-01  6.7442536e-01  5.6928754e-01 -3.8116521e-01
  -6.8997651e-01 -3.7545782e-01  3.7112120e-01  2.4541260e-01
  -7.6865327e-01  2.9450011e-01 -6.3215405e-01 -2.8804317e-03
   7.5231099e-01 -5.1838195e-01  8.2483485e-02  1.9693917e-01
   2.2119112e-02 -4.8949802e-01 -9.8784752e-02 -6.7161953e-01
  -3.0163005e-01  1.6799141e-03 -6.5277106e-01 -2.6211643e-01
   3.9053220e-01  6.6516298e-01  2.3673305e-01  2.8699453e+00
   2.9506972e-01  1.0788308e-01  9.1774601e-01 -8.1299961e-01
  -7.7761072e-01 -7.2470194e-01  0.0000000e+00  0.0000000e+00
   0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00
   0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00
   0.0000000e+00  0.0000000e+00]]"
1558,[2],"[[ 2.7523751 -2.4010668  2.0377214  2.9569948  2.5664837  2.206173
   0.1718357  2.067388  -2.3461812  0.7425221]]","[[-0.19344996 -0.5117274  -0.69519323  0.63264465  0.69292307  0.6942027
  -0.58207744 -0.6825435   0.43581453 -0.6926548  -0.2728772  -0.64858025
  -0.22067142 -0.6066521   0.71603864 -0.32852897  0.15826862 -0.11468194
  -0.5051029   0.88108313 -0.92120427 -0.50001276  0.9095934  -0.7298235
   0.5416085  -0.5824645   1.077699    0.68425417  0.22680673 -0.6940173
   0.27924576 -2.830672    1.0972128  -0.01823738  0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
1559,[3],"[[-0.30735445  0.73435295 -1.1755364  -0.5247137   1.4119132   0.39835867
  -0.8042927  -0.67865944 -0.537393    3.2909324 ]]","[[ 1.4031443e-01 -5.4481238e-01 -4.4692934e-01  1.0104701e-01
  -3.8255897e-01  6.4599149e-02  6.0477138e-01 -2.9702413e-01
  -3.1096810e-01  3.5348541e-01  6.6796649e-01  8.5883990e-02
  -4.9687183e-01 -8.0890730e-02 -5.2835608e-01  1.5832166e-01
  -5.3807698e-02  3.8704461e-01 -6.6103786e-01  1.7026857e-01
   1.4953256e-01 -2.0125993e-03  2.2243835e-01  3.6507282e-01
  -4.1895121e-02 -3.9784849e-01 -2.9143196e-01 -2.9268496e+00
  -1.9288465e-01 -3.9572367e-01  1.6780970e-01  1.0223509e+00
  -5.5475181e-01 -2.9310301e-01  0.0000000e+00  0.0000000e+00
   0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00
   0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00
   0.0000000e+00  0.0000000e+00]]"
1560,[2],"[[ 1.9620936  -0.77552736  1.8294355   1.26506     2.7236364   1.6496592
   0.85257864  2.0090454  -1.9300908   0.12454924]]","[[ 0.00486033  0.16070493 -0.84767693  0.16092338  0.487204    0.0848103
   0.01657343 -0.8044452  -0.46752685 -0.45692697  0.07799028 -0.7830347
   0.15908724 -0.02300543  0.65009254 -0.08506223  0.24512854  0.60296416
   0.05989774  0.36242262 -0.8452063   0.19554234  0.5325221  -0.2803542
   0.4323265  -0.02331575  0.5323194  -2.0372784  -1.2383901  -1.8356155
   0.81200427 -0.52643275 -0.5163972  -0.20555952  0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
1561,[1],"[[ 0.71565145  1.5203918   2.9734426   0.09358236 -1.3317888   0.09638594
   3.7015169   0.8235178   2.041072   -2.0984292 ]]","[[ 0.734441    0.44441316  0.69841087 -0.51335895 -0.83934957 -0.69082844
  -0.04826367 -0.35208067 -0.5613534   0.13714096 -0.5536126  -0.5554296
   0.69005626 -0.8875528   0.50738674 -0.3941366   0.1343985   0.15831508
   0.25406396 -0.3760019  -0.6085021   0.13769236  0.16586307 -0.5557453
   0.01355528  0.7869377   0.23673305  2.8699453   0.29506972  0.10788308
   0.917746   -0.8129996  -0.7776107  -0.72470194  0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
1562,[2],"[[ 2.6443279  -2.391471    2.6665277   2.4992814   2.0186772   2.522466
   0.7609733   2.565077   -2.618663   -0.45535758]]","[[ 0.02535213  0.59565014 -0.62825257  0.75675184  0.7438155   0.73447764
  -0.5185127  -0.7423269  -0.7481322  -0.73833686 -0.0870953  -0.6955222
  -0.64566773 -0.72694886  0.6174446  -0.6652649   0.64594674 -0.3987555
  -0.11562694  0.69392586 -0.71197003  0.37414986  0.7035139  -0.63372266
   0.66741246  0.01172286 -1.0381769   0.5031614   0.5249545  -0.22782588
   1.1532809  -1.6386862   0.4093059   0.143586    0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
1563,[1],"[[ 0.03292422  1.5617224   2.198774   -0.49455228 -0.99344176 -0.29486832
   3.097906   -0.19401085  1.8396877   0.04381911]]","[[ 0.83133566  0.10206879  0.7487216  -0.17114389 -0.78748184 -0.6393995
   0.55560416  0.05206963 -0.79445076  0.05972826 -0.7417791  -0.54293686
   0.04476928 -0.45085186  0.4103924  -0.00786589 -0.04718622  0.08913895
  -0.1501132   0.03372458 -0.15343674 -0.29102737  0.27054042 -0.0395508
  -0.01791432  0.30413815 -0.39784044  1.3697935   0.40766284 -1.0798799
   1.5999084   0.2396473  -0.314486    0.10129941  0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
1564,[2],"[[ 2.775469  -2.9625728  1.700946   2.7643106  2.692379   2.2493331
  -0.533337   2.841975  -2.9220102  1.0853006]]","[[-0.5329818  -0.69898546 -0.583952    0.5256016   0.6102939   0.7516424
  -0.6437428  -0.7265814  -0.5747197  -0.7342384  -0.26275164 -0.7039368
  -0.52035475 -0.7579477   0.72210044 -0.0609676  -0.0129262  -0.11404669
   0.500723    0.30835372 -0.18072066  0.3765524   0.7734391  -0.7609607
   0.5734337  -0.6354665   1.355426   -0.44863847  0.544181    0.0031102
   0.9215543  -1.1874309   0.68157876  0.38710654  0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
1565,[2],"[[ 2.4026988  -2.1132374   1.735854    2.804481    2.7100914   2.293062
   0.16748689  1.57528    -2.666221    0.8043338 ]]","[[-0.19344996 -0.5117274  -0.69519323  0.63264465  0.69292307  0.6942027
  -0.58207744 -0.6825435   0.43581453 -0.6926548  -0.2728772  -0.64858025
  -0.22067142 -0.6066521   0.71603864 -0.32852897  0.15826862 -0.11468194
  -0.5051029   0.88108313 -0.92120427 -0.50001276  0.9095934  -0.7298235
   0.5416085  -0.5824645  -1.0381769   0.5031614   0.5249545  -0.22782588
   1.1532809  -1.6386862   0.4093059   0.143586    0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
1566,[3],"[[-0.21706067  1.2651718  -0.7453369  -0.68005735 -0.03439764  1.0144758
  -0.21197686 -0.296031    0.3412411   2.7919064 ]]","[[ 3.0349424e-02 -6.0606283e-01  2.2900838e-01 -1.5024215e-01
  -7.0758045e-01 -9.1601335e-02  2.9430768e-01  4.0106422e-01
  -3.6040723e-01  5.3349626e-01  3.7086016e-01 -5.5259354e-02
  -2.1006243e-01  5.0563961e-01  2.2381617e-02  4.6754086e-01
  -5.4490721e-01  7.6808429e-01 -6.9746512e-01  5.1602805e-01
  -3.4758466e-01  9.4886824e-02 -1.7779773e-01  2.9908027e-04
  -1.9399816e-01 -1.9258913e-01  1.5524325e+00 -5.3695977e-01
  -7.5674599e-01  1.5034468e+00 -6.9779903e-01 -6.6685379e-01
   1.4887853e+00 -8.4247202e-01  0.0000000e+00  0.0000000e+00
   0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00
   0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00
   0.0000000e+00  0.0000000e+00]]"
1567,[1],"[[ 1.3007296  -0.4483823   2.907611    0.6767228   0.84707534  0.85769165
   1.8225365   2.0575218   0.23752576 -1.463954  ]]","[[ 0.527745    0.46120137  0.12933187  0.18080609  0.4966543   0.18913436
  -0.45077538 -0.566435   -0.8818215  -0.64879835 -0.427866   -0.3138482
   0.15609388 -0.78957224  0.29868412 -0.06288686  0.18519092  0.5684856
  -0.07882503 -0.05496973 -0.5453316  -0.18723139  0.54460186 -0.43961802
   0.42219827  0.53367573  1.0594581  -0.03983967  0.38511288 -2.0776174
   0.1995977   0.6608591  -0.12634248  1.0996432   0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
1568,[3],"[[-0.36782277  1.1056311  -0.0353395  -0.19402187  0.51197296 -0.42838755
  -0.22667919 -0.10627756  0.9273995   2.2763972 ]]","[[ 0.5240452  -0.11551934 -0.81201553  0.02619962 -0.44237262 -0.37559766
   0.47091645  0.65814066 -0.77331805  0.4764571   0.62953174 -0.17637654
  -0.20716435 -0.1692757  -0.2474961   0.43509975  0.09660889  0.3412143
  -0.3878106   0.33459264 -0.21463564 -0.02215533 -0.35512662 -0.2681313
   0.208343    0.35381338  1.0594581  -0.03983967  0.38511288 -2.0776174
   0.1995977   0.6608591  -0.12634248  1.0996432   0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
1569,[2],"[[ 2.4599488  -2.3237398   2.101011    2.4336195   1.9582254   2.5340033
   0.14074384  2.479026   -2.4696705  -0.75980973]]","[[-0.28901502  0.69631857 -0.6331391   0.75861526  0.7374362   0.7541491
  -0.63872766 -0.6924443  -0.75849015 -0.75271475 -0.0231442  -0.715526
  -0.71491694 -0.7111005   0.6692306  -0.65775764  0.29497296  0.34885794
  -0.22722797  0.65952754 -0.70532995  0.50585544  0.71231306 -0.33755606
   0.6556251   0.01113991 -0.37999675  1.5896502   0.50987    -0.9992328
  -0.02367793  0.0928376  -0.09612544  1.2931453   0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
1570,[1],"[[-0.28446245  2.229568    2.450375   -1.0755666  -0.7901685  -0.7498622
   2.9488313   0.17509505  2.7165318  -0.78188765]]","[[ 0.6213791   0.42854935  0.8209096   0.4375319  -0.737929   -0.7526831
   0.6109123  -0.05302157 -0.8233781   0.42791098 -0.66248256 -0.40814883
   0.7022623  -0.647622    0.34173876  0.14353152 -0.12471775  0.3042585
  -0.05433558 -0.41084033 -0.35517865 -0.32869223  0.37596256 -0.13745742
   0.16927703  0.5493082   1.0594581  -0.03983967  0.38511288 -2.0776174
   0.1995977   0.6608591  -0.12634248  1.0996432   0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
1571,[1],"[[-0.18822674  1.4774659   2.0868747  -0.3574911   0.05610708 -0.5595355
   1.9193151   0.3153214   1.1397892  -1.0485017 ]]","[[ 0.6381925   0.17357813  0.5684835   0.38819182 -0.17168638 -0.7884886
   0.447006   -0.38772994 -0.47635546  0.36589187 -0.44543812 -0.58375967
   0.21628723 -0.7166816   0.23896563  0.11536799 -0.19241631  0.04221074
  -0.04729569 -0.13176143 -0.56052065 -0.06428088  0.5975659  -0.28162637
   0.2671143   0.58993053 -1.1585084   0.6374751  -0.19238639 -1.7538416
   0.57095766  1.8937587  -1.7492479   2.046338    0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
1572,[2],"[[ 2.9881754  -2.298309    2.5051155   2.199532    2.364823    2.8461292
   0.34963232  2.9735286  -2.4357417   0.34422895]]","[[-0.28901502  0.69631857 -0.6331391   0.75861526  0.7374362   0.7541491
  -0.63872766 -0.6924443  -0.75849015 -0.75271475 -0.0231442  -0.715526
  -0.71491694 -0.7111005   0.6692306  -0.65775764  0.29497296  0.34885794
  -0.22722797  0.65952754 -0.70532995  0.50585544  0.71231306 -0.33755606
   0.6556251   0.01113991  1.355426   -0.44863847  0.544181    0.0031102
   0.9215543  -1.1874309   0.68157876  0.38710654  0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
1573,[2],"[[ 1.7000619 -1.5633242  2.5190942  2.170763   1.564333   1.4252435
   0.5439824  2.5342624 -1.6954852 -1.0752419]]","[[-0.32229516 -0.3600946  -0.11794382  0.05909678  0.30378485  0.28142387
  -0.30408758 -0.76204216  0.2588747  -0.5826125  -0.30105084 -0.68189764
   0.15296692 -0.8232165   0.5587527  -0.77636397  0.14037259  0.35500738
   0.53950393  0.4645158  -0.6699283   0.18390591  0.71053797 -0.4417587
  -0.06157658 -0.03345847  0.8286672   0.621858   -1.5033605  -1.6773194
  -0.29756784 -0.9175728   0.23787883  1.6603314   0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
1574,[3],"[[ 0.8549666  -0.08101097  0.94596064  0.50042135  0.08951793  0.61676645
   0.20378624  0.28313845 -0.25709048  1.6516929 ]]","[[ 0.3430062   0.5019382  -0.44851822  0.39958134 -0.1753163   0.62634516
   0.43559167  0.6405315  -0.7192796   0.38264048  0.3016665  -0.10189468
  -0.46846884  0.19513479  0.1112757   0.4220543  -0.19735748  0.08844359
  -0.50675315  0.10378782 -0.5966161  -0.00703333  0.698572   -0.1093122
   0.13593854  0.18471898  1.077699    0.68425417  0.22680673 -0.6940173
   0.27924576 -2.830672    1.0972128  -0.01823738  0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
1575,[2],"[[ 2.6443279  -2.391471    2.6665277   2.4992814   2.0186772   2.522466
   0.7609733   2.565077   -2.618663   -0.45535758]]","[[ 0.02535213  0.59565014 -0.62825257  0.75675184  0.7438155   0.73447764
  -0.5185127  -0.7423269  -0.7481322  -0.73833686 -0.0870953  -0.6955222
  -0.64566773 -0.72694886  0.6174446  -0.6652649   0.64594674 -0.3987555
  -0.11562694  0.69392586 -0.71197003  0.37414986  0.7035139  -0.63372266
   0.66741246  0.01172286 -1.0381769   0.5031614   0.5249545  -0.22782588
   1.1532809  -1.6386862   0.4093059   0.143586    0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
1576,[2],"[[ 2.775469  -2.9625728  1.700946   2.7643106  2.692379   2.2493331
  -0.533337   2.841975  -2.9220102  1.0853006]]","[[-0.5329818  -0.69898546 -0.583952    0.5256016   0.6102939   0.7516424
  -0.6437428  -0.7265814  -0.5747197  -0.7342384  -0.26275164 -0.7039368
  -0.52035475 -0.7579477   0.72210044 -0.0609676  -0.0129262  -0.11404669
   0.500723    0.30835372 -0.18072066  0.3765524   0.7734391  -0.7609607
   0.5734337  -0.6354665   1.355426   -0.44863847  0.544181    0.0031102
   0.9215543  -1.1874309   0.68157876  0.38710654  0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
1577,[1],"[[-0.21076633  2.04872     2.5141344  -0.8700298  -0.621031   -0.6614717
   2.8472013   0.36202434  2.6221833  -0.7441789 ]]","[[ 0.77915215  0.3168465   0.7625098   0.4377537  -0.7209784  -0.74264896
   0.49216145 -0.1459942  -0.7810902   0.27536327 -0.66162556 -0.25019994
   0.64879405 -0.68172145  0.37080994  0.10878949 -0.10806188  0.42872038
  -0.06009278 -0.32981458 -0.2984149  -0.36665198  0.3877492  -0.13459453
   0.1838256   0.6671642   1.0594581  -0.03983967  0.38511288 -2.0776174
   0.1995977   0.6608591  -0.12634248  1.0996432   0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
1578,[2],"[[ 2.5864193  -2.2287855   1.794855    1.8242579   2.2193527   3.0945022
   0.14456332  2.7335584  -2.2618473  -1.0739914 ]]","[[-0.28901502  0.69631857 -0.6331391   0.75861526  0.7374362   0.7541491
  -0.63872766 -0.6924443  -0.75849015 -0.75271475 -0.0231442  -0.715526
  -0.71491694 -0.7111005   0.6692306  -0.65775764  0.29497296  0.34885794
  -0.22722797  0.65952754 -0.70532995  0.50585544  0.71231306 -0.33755606
   0.6556251   0.01113991  1.3162842   0.3751427  -0.27670097 -0.8474867
  -0.68869436  1.4735979   0.69071496  0.37051705  0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
1579,[1],"[[ 0.60168755  1.0812968   3.066324    0.04593608 -0.56385976  0.1264424
   2.7009382   1.129329    1.8723634  -0.2929373 ]]","[[ 0.6385428   0.0014843   0.73391074  0.0055649  -0.6600425  -0.7141662
   0.3692696  -0.6010121   0.29717803  0.22616786 -0.6752316  -0.5918382
   0.40294904 -0.84454304  0.12095872 -0.56004953  0.14249931  0.19024424
   0.28851044  0.09214578 -0.20708077 -0.22507823  0.69633526 -0.23559475
   0.05131427  0.54393065  1.355426   -0.44863847  0.544181    0.0031102
   0.9215543  -1.1874309   0.68157876  0.38710654  0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
1580,[1],"[[-1.45315     1.6155001   1.6701083  -1.2602091  -1.5428216  -1.4856868
   2.1399813   0.23039079  2.1257098  -1.61426   ]]","[[ 0.05007908  0.70022005 -0.00752863 -0.55524385 -0.53072685 -0.01463567
   0.4422495   0.10041281 -0.6767939   0.23197342 -0.6434446   0.01137657
   0.72533685 -0.7042338  -0.6315062   0.09085407 -0.05046475 -0.47095892
  -0.18719552 -0.5385265   0.1334475   0.01424855 -0.46095818 -0.7356491
  -0.54974556  0.7159364   0.8286672   0.621858   -1.5033605  -1.6773194
  -0.29756784 -0.9175728   0.23787883  1.6603314   0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
1581,[2],"[[ 1.6540713  -2.1783628   2.0718963   1.4268332   1.1764174   2.1613762
   0.1556211   2.7389343  -2.702559   -0.21768251]]","[[ 1.8711174e-03  1.5238807e-01 -3.8200933e-01  4.5048189e-01
   7.3036838e-01  6.5230453e-01 -1.3436097e-01 -8.7543148e-01
  -8.9907014e-01 -7.7156138e-01  7.2543353e-02 -8.7523311e-01
  -6.1545092e-01  3.3696699e-01 -3.5129076e-01 -7.8644490e-01
   7.2955668e-01  8.3551776e-01  1.5641607e-02  8.1656665e-01
  -6.8965930e-01  6.8991727e-01 -1.8493216e-01  6.2519616e-01
  -4.0826052e-02  1.0256709e-01  6.6480023e-01  1.1668183e+00
  -1.5431128e+00  1.4120690e+00 -4.9507317e-01 -2.3190286e+00
   1.0466586e+00 -4.5324668e-02  0.0000000e+00  0.0000000e+00
   0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00
   0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00
   0.0000000e+00  0.0000000e+00]]"
1582,[2],"[[ 1.6540713  -2.1783628   2.0718963   1.4268332   1.1764174   2.1613762
   0.1556211   2.7389343  -2.702559   -0.21768251]]","[[ 1.8711174e-03  1.5238807e-01 -3.8200933e-01  4.5048189e-01
   7.3036838e-01  6.5230453e-01 -1.3436097e-01 -8.7543148e-01
  -8.9907014e-01 -7.7156138e-01  7.2543353e-02 -8.7523311e-01
  -6.1545092e-01  3.3696699e-01 -3.5129076e-01 -7.8644490e-01
   7.2955668e-01  8.3551776e-01  1.5641607e-02  8.1656665e-01
  -6.8965930e-01  6.8991727e-01 -1.8493216e-01  6.2519616e-01
  -4.0826052e-02  1.0256709e-01  6.6480023e-01  1.1668183e+00
  -1.5431128e+00  1.4120690e+00 -4.9507317e-01 -2.3190286e+00
   1.0466586e+00 -4.5324668e-02  0.0000000e+00  0.0000000e+00
   0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00
   0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00
   0.0000000e+00  0.0000000e+00]]"
1583,[2],"[[ 2.7523751 -2.4010668  2.0377214  2.9569948  2.5664837  2.206173
   0.1718357  2.067388  -2.3461812  0.7425221]]","[[-0.19344996 -0.5117274  -0.69519323  0.63264465  0.69292307  0.6942027
  -0.58207744 -0.6825435   0.43581453 -0.6926548  -0.2728772  -0.64858025
  -0.22067142 -0.6066521   0.71603864 -0.32852897  0.15826862 -0.11468194
  -0.5051029   0.88108313 -0.92120427 -0.50001276  0.9095934  -0.7298235
   0.5416085  -0.5824645   1.077699    0.68425417  0.22680673 -0.6940173
   0.27924576 -2.830672    1.0972128  -0.01823738  0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
1584,[2],"[[ 1.8578144  -2.8586059   2.4417152   2.2788801   1.6333959   2.777481
  -0.3001284   2.5713513  -2.6089694   0.53493035]]","[[ 0.01426937  0.0990627  -0.73786384  0.66463953  0.74974537  0.73024964
  -0.5153875  -0.70217615 -0.7070663  -0.71665657  0.00436205 -0.6499516
  -0.57215285  0.04980319 -0.01041286 -0.3669488   0.7509315   0.582788
  -0.10516597  0.6044118  -0.7155741   0.70440656  0.704991    0.04712117
   0.29310733  0.11620422 -1.2134646   0.17627244  0.9972138   0.5801734
   0.81909657 -1.1274967   2.0523202   0.98905724  0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
1585,[2],"[[ 2.2801857  -2.3104181   2.6265454   2.0109508   1.8781984   2.246292
   0.37725306  2.6274207  -2.425289   -0.77914894]]","[[ 0.2246235   0.39637423 -0.5160354   0.7513677   0.7139781   0.78371966
  -0.39230952 -0.6250677  -0.818876   -0.6885019   0.03203247 -0.85044813
  -0.45719114 -0.5477456   0.62132263 -0.5529668   0.69459885  0.04007313
  -0.15105191  0.64807194 -0.7161465   0.46200773  0.623585    0.25918755
   0.3323988  -0.19668727  0.8286672   0.621858   -1.5033605  -1.6773194
  -0.29756784 -0.9175728   0.23787883  1.6603314   0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
1586,[1],"[[-0.15534322  1.8331518   2.1448896  -0.838026   -1.9258969  -0.72010493
   3.1067407  -0.47974747  2.4228883  -1.1984403 ]]","[[ 0.8170296   0.65623444  0.6716482  -0.39053527 -0.7522664  -0.5083878
  -0.01931485  0.04062227 -0.54796517  0.27030945 -0.39731306 -0.1616034
   0.74142337 -0.2968467  -0.16932933  0.26196766 -0.19294885 -0.15811926
  -0.39697373 -0.54044616 -0.5697044   0.03398149  0.17201133 -0.09812552
  -0.16105926  0.53138125  0.23673305  2.8699453   0.29506972  0.10788308
   0.917746   -0.8129996  -0.7776107  -0.72470194  0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
1587,[2],"[[ 2.9881754  -2.298309    2.5051155   2.199532    2.364823    2.8461292
   0.34963232  2.9735286  -2.4357417   0.34422895]]","[[-0.28901502  0.69631857 -0.6331391   0.75861526  0.7374362   0.7541491
  -0.63872766 -0.6924443  -0.75849015 -0.75271475 -0.0231442  -0.715526
  -0.71491694 -0.7111005   0.6692306  -0.65775764  0.29497296  0.34885794
  -0.22722797  0.65952754 -0.70532995  0.50585544  0.71231306 -0.33755606
   0.6556251   0.01113991  1.355426   -0.44863847  0.544181    0.0031102
   0.9215543  -1.1874309   0.68157876  0.38710654  0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
1588,[2],"[[ 2.6443279  -2.391471    2.6665277   2.4992814   2.0186772   2.522466
   0.7609733   2.565077   -2.618663   -0.45535758]]","[[ 0.02535213  0.59565014 -0.62825257  0.75675184  0.7438155   0.73447764
  -0.5185127  -0.7423269  -0.7481322  -0.73833686 -0.0870953  -0.6955222
  -0.64566773 -0.72694886  0.6174446  -0.6652649   0.64594674 -0.3987555
  -0.11562694  0.69392586 -0.71197003  0.37414986  0.7035139  -0.63372266
   0.66741246  0.01172286 -1.0381769   0.5031614   0.5249545  -0.22782588
   1.1532809  -1.6386862   0.4093059   0.143586    0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
1589,[2],"[[ 2.4599488  -2.3237398   2.101011    2.4336195   1.9582254   2.5340033
   0.14074384  2.479026   -2.4696705  -0.75980973]]","[[-0.28901502  0.69631857 -0.6331391   0.75861526  0.7374362   0.7541491
  -0.63872766 -0.6924443  -0.75849015 -0.75271475 -0.0231442  -0.715526
  -0.71491694 -0.7111005   0.6692306  -0.65775764  0.29497296  0.34885794
  -0.22722797  0.65952754 -0.70532995  0.50585544  0.71231306 -0.33755606
   0.6556251   0.01113991 -0.37999675  1.5896502   0.50987    -0.9992328
  -0.02367793  0.0928376  -0.09612544  1.2931453   0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
1590,[0],"[[-1.5171018  1.7375958  1.2389302 -1.2129102 -1.9516869 -1.3991756
   2.2714846 -0.4160568  2.4138658 -1.3570404]]","[[ 0.05007908  0.70022005 -0.00752863 -0.55524385 -0.53072685 -0.01463567
   0.4422495   0.10041281 -0.6767939   0.23197342 -0.6434446   0.01137657
   0.72533685 -0.7042338  -0.6315062   0.09085407 -0.05046475 -0.47095892
  -0.18719552 -0.5385265   0.1334475   0.01424855 -0.46095818 -0.7356491
  -0.54974556  0.7159364  -0.37999675  1.5896502   0.50987    -0.9992328
  -0.02367793  0.0928376  -0.09612544  1.2931453   0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
1591,[1],"[[-0.28446245  2.229568    2.450375   -1.0755666  -0.7901685  -0.7498622
   2.9488313   0.17509505  2.7165318  -0.78188765]]","[[ 0.6213791   0.42854935  0.8209096   0.4375319  -0.737929   -0.7526831
   0.6109123  -0.05302157 -0.8233781   0.42791098 -0.66248256 -0.40814883
   0.7022623  -0.647622    0.34173876  0.14353152 -0.12471775  0.3042585
  -0.05433558 -0.41084033 -0.35517865 -0.32869223  0.37596256 -0.13745742
   0.16927703  0.5493082   1.0594581  -0.03983967  0.38511288 -2.0776174
   0.1995977   0.6608591  -0.12634248  1.0996432   0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
